movieCd,movieNm,showTm,prdtYear,openDt,typeNm,nations,genres,directors,actors,companys,audits,w1,w2,w3,w4,tot
20150523,엑스맨: 아포칼립스,145,2016,20160525,장편,미국,SF|액션|어드벤처|판타지,브라이언 싱어,제임스 맥어보이|마이클 패스벤더|제니퍼 로렌스|오스카 아이삭|니콜라스 홀트,이십세기폭스코리아(주),12세이상관람가,1907570,2779638,2916902,2935568,2938818
20162569,오베라는 남자,115,2015,20160525,장편,스웨덴,드라마,하네스 홀름,롤프 라스가드|바하 파르스|필립 베리,(주)싸이더스|(주)디스테이션,12세이상관람가,59349,75545,80531,82978,92896
20144444,아가씨,144,2016,20160601,장편,한국,드라마|스릴러,박찬욱,김민희|김태리|하정우,씨제이이앤엠(주),청소년관람불가,2503831,3362254,3863932,4136359,4288908
20163215,미 비포 유,110,2016,20160601,장편,미국,드라마|멜로/로맨스,테아 샤록,에밀리아 클라크|샘 클래플린,워너브러더스 코리아(주),12세이상관람가,378026,559802,702593,815935,945172
20162925,더 보이,97,2015,20160601,장편,미국,스릴러|공포(호러),윌리엄 브렌트 벨,루퍼트 에반스|로렌 코핸,(주)리틀빅픽쳐스,15세이상관람가,55912,56748,56837,56849,57269
20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,68,2016,20160602,장편,영국,어드벤처|애니메이션,다라 오코넬,하성용|정재헌|엄상현|윤승희|김정은|유동균|김율|한경화,와이드 릴리즈(주),전체관람가,37613,50761,55857,57140,58619
20163841,플래그 더 문,94,2015,20160602,장편,스페인,어드벤처|애니메이션,엔리케 가토,이경태|이지현,(주)박수엔터테인먼트,전체관람가,40140,42848,43630,43704,44574
20158150,워크래프트: 전쟁의 서막,122,2016,20160609,장편,미국,판타지|액션|어드벤처,던칸 존스,트래비스 핌멜|벤 포스터|폴라 패튼|도미닉 쿠퍼|클랜시 브라운|토비 켑벨,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,851214,1107106,1156881,1162826,1163274
20162941,컨저링 2,131,2016,20160609,장편,미국,공포(호러),제임스 완,베라 파미가|패트릭 윌슨,워너브러더스 코리아(주),15세이상관람가,827336,1439894,1727331,1862793,1928605
20162967,정글북,105,2015,20160609,장편,미국,드라마|어드벤처,존 파브로,닐 세티|빌 머레이|스칼렛 요한슨|벤 킹슬리|이드리스 엘바|루비타 뇽,월트디즈니컴퍼니코리아(주),12세이상관람가,1082302,1865243,2298297,2503380,2537438
20163164,본 투 비 블루,97,2015,20160609,장편,미국|캐나다|영국,드라마,로버트 뷔드로,에단 호크,그린나래미디어(주),청소년관람불가,38764,58806,75986,83943,94333
20159645,특별수사: 사형수의 편지,120,2015,20160616,장편,한국,드라마|범죄,권종관,김명민|김상호,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,764396,1116877,1229978,1241884,1243065
19818004,불의 전차,123,1981,20160616,장편,영국,드라마,휴 허드슨,벤 크로스|이안 찰슨|나이젤 하버스|셰릴 캠벨|앨리스 크리게,(주)프레인글로벌,12세이상관람가,20542,29444,35468,40012,58197
20150782,인디펜던스 데이 : 리써전스,119,2016,20160622,장편,미국,SF|액션|어드벤처,롤랜드 에머리히,빌 풀먼|리암 헴스워스|제프 골드블럼|비비카 A. 폭스|제시 어셔,이십세기폭스코리아(주),12세이상관람가,1170530,1446215,1497557,1500220,1500830
20140704,비밀은 없다,102,2015,20160623,장편,한국,스릴러,이경미,손예진|김주혁,씨제이이앤엠(주),청소년관람불가,236971,247687,249431,250044,250904
20150972,굿바이 싱글,119,2016,20160629,장편,한국,드라마|코미디,김태곤,김혜수|마동석|김현수,(주)쇼박스,15세이상관람가,1242417,1878105,2092148,2108103,2108561
20154906,사냥,92,2016,20160629,장편,한국,액션,이우철,안성기|조진웅|한예리|권율,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,609141,644724,645796,645909,645922
20163661,레전드 오브 타잔,109,2016,20160629,장편,미국,어드벤처|액션,데이빗 예이츠,알렉산더 스카스가드|사무엘 L. 잭슨|마고 로비|크리스토프 왈츠,워너브러더스 코리아(주),12세이상관람가,672498,841908,857751,858402,858402
20159058,도리를 찾아서,102,2016,20160706,장편,미국,코미디|애니메이션|어드벤처,앤드류 스탠튼,엘렌 드제네레스|헤이든 롤렌스|알버트 브룩스,월트디즈니컴퍼니코리아(주),전체관람가,1189311,1850801,2147677,2503427,2601761
20159644,봉이 김선달,120,2016,20160706,장편,한국,사극,박대민,유승호|조재현|고창석|라미란|시우민,씨제이이앤엠(주),12세이상관람가,1321839,1918216,2040833,2044438,2051386
20150203,나우 유 씨 미 2,129,2016,20160713,장편,미국,액션|범죄,존 추,제시 아이젠버그|마크 러팔로|우디 해럴슨|데이브 프랭코|리지 캐플란,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,2166045,2903146,3090535,3098307,3100113
20163961,데몰리션,100,2016,20160713,장편,미국,드라마,장 마크 발레,제이크 질렌할|나오미 왓츠,(주)리틀빅픽쳐스,청소년관람불가,34591,48628,58029,61563,66549
20165130,나의 산티아고,92,2015,20160714,장편,독일,코미디,줄리아 폰 하인츠,데이비드 스트리에소브|마티나 게덱|카롤리네 슈흐,(주)영화사 진진,12세이상관람가,25970,46607,63805,75919,94722
20156564,부산행,118,2016,20160720,장편,한국,스릴러|액션,연상호,공유|정유미|마동석|김수안|김의성|최우식|안소희,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,6659075,9256052,10371044,11007627,11567662
20161286,아이스 에이지: 지구 대충돌,94,2016,20160720,장편,미국,코미디|애니메이션|어드벤처,마이크 트메이어,존 레귀자모|레이 로마노|제니퍼 로페즈|애덤 드바인|제시 타일러 퍼거슨|배한성|장광,이십세기폭스코리아(주),전체관람가,339904,533400,550685,552599,553760
20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,93,2016,20160720,장편,일본,애니메이션,타카하시 시게하루,토마츠 하루카|유우키 아오이|세키 토모카즈|코자쿠라 에츠코,씨제이이앤엠(주),전체관람가,189044,308541,322548,329573,330725
20156250,인천상륙작전,110,2016,20160727,장편,한국,드라마|전쟁,이재한,이정재|이범수|리암 니슨|진세연,씨제이이앤엠(주),12세이상관람가,3903979,5669373,6526011,6847431,7051237
20163189,태풍이 지나가고,117,2016,20160727,장편,일본,드라마,고레에다 히로카즈,아베 히로시|마키 요코|요시자와 타이요|키키 키린,(주)티캐스트,12세이상관람가,35530,58293,75759,82446,93537
20161907,제이슨 본,123,2016,20160727,장편,미국,스릴러|액션,폴 그린그래스,맷 데이먼,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,2016091,2466123,2572560,2600532,2611966
20152963,수어사이드 스쿼드,122,2016,20160803,장편,미국,액션,데이비드 에이어,윌 스미스|자레드 레토|마고 로비|카라 델레바인|제이 코트니,워너브러더스 코리아(주),15세이상관람가,1644839,1854646,1892067,1897734,1898220
20156082,마이펫의 이중생활,90,2016,20160803,장편,미국,가족|애니메이션|코미디,크리스 리노드,엄상현|최석필|루이스 C.K.|에릭 스톤스트릿|케빈 하트,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,1275932,1983323,2316106,2457841,2520700
20150979,덕혜옹주,126,2016,20160803,장편,한국,드라마|사극,허진호,손예진|박해일,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,2398837,4221620,5025717,5408326,5599995
20162002,명탐정 코난: 순흑의 악몽,111,2016,20160803,장편,일본,어드벤처|애니메이션|미스터리,시즈노 코분,김선혜|강수진|이정구|이현진,씨제이이앤엠(주),12세이상관람가,398209,492775,505196,507689,522344
20150968,국가대표 2,125,2016,20160810,장편,한국,드라마,김종현,수애|오달수|오연서,메가박스중앙(주)플러스엠,12세이상관람가,562630,672629,700926,708550,710166
20154910,터널,126,2016,20160810,장편,한국,드라마,김성훈,하정우|배두나|오달수,(주)쇼박스,12세이상관람가,3763657,5503612,6544954,7021196,7120780
20167041,킹 오브 프리즘,60,2016,20160811,장편,일본,판타지|애니메이션|드라마,히시다 마사카즈,남도형|엄상현|이원찬|카키하라 테츠야|마에노 토모아키|마스다 토시키,(주)박수엔터테인먼트,12세이상관람가,4101,10761,23082,36380,121137
20148460,서울역,92,2016,20160817,장편,한국,애니메이션,연상호,류승룡|심은경|이준,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,137930,145804,146610,146798,147037
20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,84,2016,20160817,장편,미국,어드벤처|애니메이션|액션,케빈 먼로,제임스 아놀드 테일러|데이빗 케이|짐 워드,(주)영화사 빅,전체관람가,40438,45174,46569,46589,46793
20150567,스타트렉 비욘드,122,2016,20160817,장편,미국,SF|액션,저스틴 린,크리스 파인|재커리 퀸토|칼 어번|조 샐다나|사이먼 페그,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,819394,1065748,1139573,1145550,1157472
20165981,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,73,2016,20160817,장편,한국,애니메이션,이영준,0,(주)삼지애니메이션,전체관람가,24486,32807,34524,34761,35668
20163217,라이트 아웃,80,2015,20160824,장편,미국,공포(호러),데이비드 F. 샌드버그,테레사 팔머|가브리엘 베이트먼,워너브러더스 코리아(주),15세이상관람가,706849,1033868,1094927,1109037,1111284
20166901,플로렌스,110,2016,20160824,장편,영국,드라마,스티븐 프리어스,메릴 스트립|휴 그랜트|사이먼 헬버그,(주)이수C&E,15세이상관람가,114065,135729,137668,138757,139841
20162404,고스트버스터즈,116,2016,20160825,장편,미국,SF|액션|코미디,폴 페이그, 멜리사 맥카시|크리스튼 위그|케이트 맥키넌|레슬리 존스|크리스 헴스워스,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,351507,500957,512422,514579,515553
20167261,메카닉: 리크루트,97,2016,20160831,장편,프랑스|미국,스릴러|액션|범죄,데니스 간젤,제이슨 스타뎀|제시카 알바,(주)제이앤씨미디어그룹,15세이상관람가,470847,531198,549837,551796,552006
20167563,이퀄스,101,2015,20160831,장편,미국,SF|드라마,드레이크 도리머스,니콜라스 홀트|크리스틴 스튜어트,씨네그루(주)키다리이엔티,15세이상관람가,65862,68015,68602,68792,68902
20162968,거울나라의 앨리스,112,2015,20160907,장편,미국,판타지|어드벤처|가족,제임스 보빈,조니 뎁|앤 해서웨이|미아 와시코우스카|헬레나 본햄 카터|사챠 바론 코헨,월트디즈니컴퍼니코리아(주),12세이상관람가,272918,467307,510182,511787,513202
20159648,"고산자, 대동여지도",129,2016,20160907,장편,한국,사극,강우석,차승원|유준상,씨제이이앤엠(주),전체관람가,445665,889531,965448,970333,974262
20159646,밀정,139,2016,20160907,장편,미국|한국,액션,김지운,송강호|공유,워너브러더스 코리아(주),15세이상관람가,3226066,6352011,7077367,7390553,7500457
20165941,로빈슨 크루소,89,2016,20160907,장편,벨기에,코미디|애니메이션|어드벤처,빈센트 케스텔루트|벤 스타센,유리 로웬탈|데이비드 하워드|라일라 베르진스|콜린 메츠거|조이 카멘|마리브 헤링턴,(주)영화사 빅,전체관람가,65295,116740,128317,133543,139392
20166721,장난감이 살아있다,91,2013,20160907,장편,스페인|아르헨티나,가족|애니메이션|어드벤처,후안 호세 캄파넬라,니콜라스 홀트|아리아나 그란데|케이티 홈즈|루퍼트 그린트,㈜코리아스크린|와이드 릴리즈(주),전체관람가,79144,132560,140358,141639,143100
20166541,달빛궁궐,80,2016,20160907,장편,한국,어드벤처|애니메이션|판타지,김현주,김서영|이하늬|권율|김슬기,(주)넥스트엔터테인먼트월드(NEW),전체관람가,81230,140058,148325,150461,153273
20167154,드림 쏭,89,2016,20160914,장편,미국,애니메이션,애쉬 브래넌,루크 윌슨|J. K. 시몬스|에디 이자드|엄상현|이장원|이현,(주)이수C&E,전체관람가,173523,206752,224767,229393,234387
20163294,매그니피센트 7,132,2016,20160914,장편,미국,서부극(웨스턴)|액션,안톤 후쿠아,덴젤 워싱턴|크리스 프랫|에단 호크|빈센트 도노프리오|이병헌|마누엘 가르시아 룰포|마틴 센스마이어,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,756010,914323,920314,921088,921317
20167839,벤허,123,2016,20160914,장편,미국,드라마|어드벤처,티무르 베크맘베토브,잭 휴스턴|모건 프리먼|토비 켑벨|로드리고 산토로|나자닌 보니아디|할룩 빌기너|요한 필립 애스백,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,1003113,1293573,1373578,1394721,1400397
20168401,카페 소사이어티,96,2016,20160914,장편,미국,드라마|멜로/로맨스,우디 앨런,제시 아이젠버그|크리스틴 스튜어트,CGV아트하우스,15세이상관람가,74511,103378,117014,121653,126708
20168885,브리짓 존스의 베이비,122,2016,20160928,장편,미국,멜로/로맨스|코미디,샤론 맥과이어,콜린 퍼스|패트릭 뎀시|르네 젤위거,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,463038,692909,781019,811419,820995
20168891,설리: 허드슨강의 기적,95,2016,20160928,장편,미국,드라마,클린트 이스트우드,톰 행크스,워너브러더스 코리아(주),12세이상관람가,418062,580281,616113,622757,627424
20164501,미스 페레그린과 이상한 아이들의 집,126,2016,20160928,장편,영국|미국|벨기에,판타지|미스터리,팀 버튼,에바 그린|에이사 버터필드|엘라 퍼넬,이십세기폭스코리아(주),12세이상관람가,1253955,2184784,2544470,2686518,2718158
20153443,아수라,132,2016,20160928,장편,한국,액션|범죄,김성수,정우성|황정민|주지훈,씨제이이앤엠(주),청소년관람불가,2218912,2543479,2587398,2591519,2594695
20160143,피터와 드래곤,102,2016,20160928,장편,미국,판타지|어드벤처|가족,데이빗 로워리,브라이스 달라스 하워드|오크스 페글리|로버트 레드포드|칼 어번|웨스 벤틀리|우나 로렌스,월트디즈니컴퍼니코리아(주),전체관람가,69358,90058,101247,107331,109137
20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,57,2016,20160928,장편,영국,애니메이션,다라 오코넬,하성용|정재헌|엄상현|윤승희|김정은|유동균|김율|한경화,와이드 릴리즈(주),전체관람가,42047,55207,61621,66282,69918
20164094,립반윙클의 신부,119,2016,20160928,장편,일본,멜로/로맨스|드라마,이와이 슌지,쿠로키 하루|아야노 고|코코,TCO(주)더콘텐츠온|주식회사 더쿱,15세이상관람가,13498,17681,18548,19050,19413
20169764,백설공주 : 사라진 아빠를 찾아서,75,2015,20160929,장편,중국,가족|애니메이션,벤 차오,박상훈|이제인|사문영|장병관|이승준,예지림엔터테인먼트,전체관람가,43293,51890,53337,54383,55425
20167481,맨 인 더 다크,88,2016,20161005,장편,미국,스릴러,페드 알바레즈,제인 레비|딜런 미넷,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,708515,933246,997082,1002844,1003406
20168822,디시에르토,89,2015,20161005,장편,프랑스|멕시코,스릴러|드라마,조나스 쿠아론,가엘 가르시아 베르날|제프리 딘 모건,(주)제이앤씨미디어그룹,15세이상관람가,13227,13634,13648,13673,13812
20161589,죽여주는 여자,110,2016,20161006,장편,한국,드라마,이재용,윤여정,CGV아트하우스,청소년관람불가,71232,95019,107792,114228,121452
20153444,럭키,112,2015,20161013,장편,한국,코미디,이계벽,유해진|이준|조윤희|임지연,(주)쇼박스,15세이상관람가,2879406,4925286,5933079,6559277,6975631
20163041,자백,106,2016,20161013,장편,한국,다큐멘터리,최승호,최승호|김기춘|원세훈,(주)엣나인필름,15세이상관람가,75292,100800,115269,123962,144372
20169028,토마스와 친구들: 용감한 기관차와 괴물소동,60,2016,20161013,장편,영국,애니메이션,롭 실베스트리,마크 모라한|벤 스몰,와이드 릴리즈(주),전체관람가,18345,23807,25870,26325,27352
20156007,인페르노,121,2016,20161019,장편,헝가리|미국|일본|터키,스릴러|미스터리,론 하워드,톰 행크스|펠리시티 존스,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,557906,651924,682444,688145,689071
20151022,걷기왕,92,2016,20161020,장편,한국,드라마,백승화,심은경|박주희,CGV아트하우스,12세이상관람가,75646,87191,90239,92626,95542
20162545,"무현, 두 도시 이야기",95,2016,20161026,장편,한국,다큐멘터리,전인환,노무현|김원명|김하연|백승영|조덕희|박영희|장철영,(주)모멘텀엔터테인먼트,15세이상관람가,29866,90303,136728,162463,193786
20163181,닥터 스트레인지,114,2015,20161026,장편,미국,판타지|액션|어드벤처,스콧 데릭슨,베네딕트 컴버배치|레이첼 맥아담스|틸다 스윈튼|매즈 미켈슨|치웨텔 에지오포,월트디즈니컴퍼니코리아(주),12세이상관람가,2842766,4208813,4956764,5259664,5447269
20160781,쿠보와 전설의 악기,102,2016,20161026,장편,미국,판타지|애니메이션|어드벤처|가족,트래비스 나이트,아트 파킨슨|매튜 맥커너히|랄프 파인즈|루니 마라|샤를리즈 테론,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,18203,26639,30017,30499,30525
20160862,선생님의 일기,109,2014,20161102,장편,태국,드라마|멜로/로맨스,니티왓 다라톤,비 스크릿 위셋케우|레일라 분야삭,(주)드림팩트엔터테인먼트|(주)미로스페이스,12세이상관람가,61617,70281,71020,71120,72156
20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,60,2016,20161103,장편,일본,액션,나카자와 쇼지로,김혜성|안용욱|이경태|류점희|이새아|김현욱|심규혁|이인석|강시현|홍진욱|김서영|서원석|니시카와 슌스케|마츠모토 가쿠|나카무라 카이토|야노 유카|야마야 카스미|타와다 히데야|시손 쥰|히라마키 진|코지마 리리아|요코하마 류세이|모리타카 아이|나가하마 신,(주)넥스트엔터테인먼트월드(NEW),전체관람가,44738,61551,63823,64351,64729
20161527,로스트 인 더스트,101,2016,20161103,장편,미국,드라마|범죄,데이빗 맥킨지,크리스 파인|벤 포스터|제프 브리지스,메가박스중앙(주)플러스엠,15세이상관람가,67572,77985,79729,80636,81966
20162609,인어공주 : 새로운 모험의 시작,77,2015,20161103,장편,중국,애니메이션,아담 추,김경희|김연우|윤세웅|홍진욱,예지림엔터테인먼트,전체관람가,25261,30298,31540,32175,32624
20163521,스플릿,121,2016,20161109,장편,한국,드라마,최국희,제임스 맥어보이,오퍼스픽쳐스(유),15세이상관람가,553151,716204,755932,757413,758195
20162147,세상에서 고양이가 사라진다면,102,2015,20161109,장편,일본,드라마,나가이 아키라,사토 타케루|미야자키 아오이,(주)크리픽쳐스,12세이상관람가,59941,68422,69558,70140,70424
20162504,감바의 대모험,93,2015,20161110,장편,일본,어드벤처|애니메이션,코모리 요시히로|카와무라 토모히로,카지 유키,(주)영화사 빅,전체관람가,64614,95276,111214,116104,117591
20169730,당신자신과 당신의 것,86,2016,20161110,장편,한국,드라마,홍상수,김주혁|이유영,(주)영화제작전원사 |(주)콘텐츠판다,청소년관람불가,12250,15691,17296,17634,18171
20162365,신비한 동물사전,132,2016,20161116,장편,영국|미국,판타지|어드벤처|가족,데이빗 예이츠,에디 레드메인|캐서린 워터스톤|앨리슨 수돌|에즈라 밀러|주드 로|조니 뎁|칼럼 터너,워너브러더스 코리아(주),12세이상관람가,2379264,3703028,4305039,4520586,4667179
20154905,가려진 시간,129,2016,20161116,장편,한국,판타지|드라마,엄태화,강동원|신은수|이효제,(주)쇼박스,12세이상관람가,434830,504146,507923,509030,511369
20162629,하이큐!! 끝과 시작,88,2015,20161116,장편,일본,애니메이션,미츠나카 스스무,양정화|심규혁|신용우|구자형|류승곤|김영선|이경태|무라세 아유무|이시카와 카이토|히노 사토시|이리노 미유|하야시 이사무,(주)팝엔터테인먼트,12세이상관람가,51638,66779,73046,75055,100030
20161603,순종,88,2016,20161117,장편,한국,다큐멘터리,이주훈|김동민,김은혜|한성국|김영화,(주)영화사 안다미로|(재)CBS,전체관람가,23484,35851,42555,47849,58644
20159286,연애담,98,2016,20161117,장편,한국,멜로/로맨스,이현주,이상희|류아벨,(주)인디플러그,청소년관람불가,10377,16504,19470,20911,24102
20154661,형,109,2016,20161123,장편,한국,드라마|코미디,권수경,조정석|디오|박신혜,씨제이이앤엠(주),12세이상관람가,1461481,2372436,2781521,2965327,2982514
20163824,미스 사이공 : 25주년 특별 공연,175,2016,20161124,장편,미국,공연,브렛 설리반,알리스태어 브래머|에바 노블자다|홍광호|존 존 브라이언스,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,25776,37103,40668,43428,48931
20163903,리틀메딕: 몸속탐험대,78,2014,20161124,장편,독일,가족|애니메이션,피터 클라릿지,세바스티안 피츠너|아네트 포템파|한스-위르겐 디트베르너,(주)팝엔터테인먼트,전체관람가,36922,64501,66241,66562,66562
20162787,테일 오브 테일즈,133,2015,20161124,장편,프랑스|이탈리아,판타지,마테오 가로네,셀마 헤이엑|뱅상 카셀|스테이시 마틴|토비 존스|존 C. 라일리,오드,청소년관람불가,19917,26319,29107,29823,30328
20167628,캡틴 판타스틱,119,2016,20161130,장편,미국,드라마,매트 로스,비고 모텐슨|조지 맥케이|사만다 아일러|애너리즈 바쏘|니콜라스 해밀턴|쉬리 크룩스|찰리 쇼트웰,주식회사 더쿱,15세이상관람가,11322,13727,14169,14247,15261
20167904,라라랜드,127,2016,20161207,장편,미국,멜로/로맨스|드라마|뮤지컬,데이미언 셔젤,라이언 고슬링|엠마 스톤,판씨네마(주),12세이상관람가,794179,1509356,2136290,2584959,3656033
20144641,판도라,135,2016,20161207,장편,한국,스릴러|드라마,박정우,김남길|김영애|문정희|정진영,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,1947524,3443787,4106836,4480127,4585116
20163884,아기배달부 스토크,86,2016,20161207,장편,미국,애니메이션,더그 스윗랜드|니콜라스 스톨러,앤디 샘버그|케이티 크라운,워너브러더스 코리아(주),전체관람가,189309,300307,321761,322882,323730
20161763,"나, 다니엘 블레이크",100,2016,20161208,장편,영국,드라마,켄 로치,데이브 존스|헤일리 스콰이어,(주)영화사 진진,12세이상관람가,21061,35996,49498,62453,98966
20157064,커튼콜,94,2016,20161208,장편,한국,코미디,류훈,장현성|박철민|전무송,(주)모멘텀엔터테인먼트,15세이상관람가,5166,5385,5463,5513,5526
20163856,호비와 동화나라 대모험,60,2016,20161208,장편,일본,애니메이션,히라바야시 이사무,미나미 오미|타카하시 미키,(주)머스트씨무비릴리징컴퍼니,전체관람가,10608,14150,15565,15641,16660
20152371,"당신, 거기 있어줄래요",110,2016,20161214,장편,한국,드라마|판타지,홍지영,김윤석|변요한|채서진,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,784933,1067441,1163531,1168554,1168782
20161725,마스터,142,2016,20161221,장편,한국,범죄|액션,조의석,이병헌|강동원|김우빈,씨제이이앤엠(주),15세이상관람가,3835983,5863263,6700728,7110151,7150586
20162025,씽,107,2016,20161221,장편,미국,뮤지컬|애니메이션,가스 제닝스,매튜 맥커너히|리즈 위더스푼|스칼렛 요한슨|태런 에저튼|토리 켈리|세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,751104,1363991,1654744,1722331,1730773
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,94,2016,20161222,장편,일본,가족|애니메이션|어드벤처|판타지,유야마 쿠니히코,마츠모토 리카|오오타니 이쿠에,(주)이수C&E,전체관람가,181460,261862,279192,281752,282565
20160221,에곤 쉴레: 욕망이 그린 그림,109,2016,20161222,장편,룩셈부르크|오스트리아 ,드라마,디에터 버너,노아 자베드라,(주)티캐스트,청소년관람불가,19656,30664,39173,43231,49654
20163183,로그 원: 스타워즈 스토리,133,2016,20161228,장편,미국,SF|액션|어드벤처|판타지,가렛 에드워즈,펠리시티 존스|디에고 루나,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,872442,1002832,1015768,1017127,1019309
20162727,루돌프와 많이있어,88,2016,20161228,장편,일본,애니메이션,사카키바라 모토노리|유야마 쿠니히코,김율|신용우,씨제이이앤엠(주),전체관람가,165970,210755,213007,214518,216036
20165543,하이큐!! 승자와 패자,87,2016,20161228,장편,일본,애니메이션,미츠나카 스스무,심규혁|양정화|성완경|구자형|류승곤|무라세 아유무|이시카와 카이토|히노 사토시|이리노 미유|하야시 이사무,(주)이수C&E|(주)팝엔터테인먼트,12세이상관람가,25528,32468,36024,37201,53373
20161872,너의 이름은.,106,2016,20170104,장편,일본,멜로/로맨스|애니메이션|드라마,신카이 마코토,카미키 류노스케|카미시라이시 모네,메가박스중앙(주)플러스엠,12세이상관람가,1628373,2738308,3173228,3472356,3727716
20165153,눈의 여왕 3: 눈과 불의 마법대결,89,2016,20170104,장편,러시아,판타지|애니메이션|어드벤처|가족,알렉세이 트시칠린,박지윤|엄상현|남도형|이재범|박상훈,(주)이수C&E,전체관람가,296708,356670,365077,366908,368195
