,movieCd,movieNm
23408,20173865,데자뷰
23417,20176053,"스탠바이, 웬디"
23419,20179106,겨울왕국의 무민
23428,20178161,탐정: 리턴즈
23429,20184668,디트로이트
23449,20180943,꼬마영웅 바비
23480,20179086,쥬라기 월드: 폴른 킹덤
23482,20135305,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이
23484,20185081,아이 필 프리티
23485,20184261,벅스 프렌즈
23489,20184782,호비와 매직 아일랜드
23492,20184801,유전
23495,20184903,오션스8
23509,20184845,미드나잇 선
23536,20172469,허스토리
23538,20184101,여중생A
23548,20090834,아바타
23557,20184512,토니스토리2: 고철왕국의 친구들
23567,20174369,변산
23577,20175527,더 펜션
23578,20184699,바르다가 사랑한 얼굴들
23579,20184762,류이치 사카모토: 코다
23615,20184689,아일라
23627,20185341,마녀
23659,20185648,유니콘 원정대: 비밀의 다이어리
23679,20182001,개들의 섬
23685,20184721,시카리오: 데이 오브 솔다도
23709,20185001,빅샤크: 매직체인지
23759,20180522,앤트맨과 와스프
23809,20184904,드래곤 프린세스
23831,20181443,스카이스크래퍼
23836,20182564,"오늘 밤, 로맨스 극장에서"
23845,20175221,킬링 디어
23853,20180282,속닥속닥
23878,20185599,꼬마 보트 토토: 타요 타요 배 타요
23887,20181181,미션 임파서블: 폴아웃
23900,20183361,인크레더블 2
23904,20188042,독전: 익스텐디드 컷
23905,20185621,호텔 아르테미스
23916,20186001,신은 죽지 않았다 3: 어둠 속의 빛
23917,20186282,이별의 아침에 약속의 꽃을 장식하자
23958,20170942,인랑
23969,20186202,신과함께-인과 연
23973,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴
23979,20187682,해적왕 작스톰
23987,20186121,어느 가족
23989,20181942,맘마미아!2
23999,20110027,아이 엠 러브
24007,20186501,극장판 헬로카봇 : 백악기 시대
24038,20179101,공작
24047,20080071,노인을 위한 나라는 없다
24058,20153446,너의 결혼식
24068,20179044,더 스퀘어
24097,20170670,목격자
24109,20187427,명탐정 코난 : 제로의 집행인
24114,20184802,몬스터 호텔 3
24178,20187647,나를 차버린 스파이
24179,20183584,메가로돈
24186,20187641,극장판 도라에몽: 진구의 보물섬
24199,20187683,플로이
24259,20187657,마일22
24307,20185046,서치
24321,20177537,상류사회
24403,20189362,업그레이드
24406,20189261,어드리프트:우리가 함께한 바다
24409,20188446,양말요정 휴고의 대모험
24447,20177308,협상
24449,20156554,물괴
24459,20172204,명당
24462,20188581,더 프레데터
24466,20176122,안시성
24477,20179189,암수살인
24479,20189262,더 넌
24489,20188567,더 게스트
24496,20188342,바니부기: 드래곤 에그를 찾아서
24509,20180367,인디애니페스트 2018 새벽비행 2
24529,20167903,원더풀 고스트
24537,20189462,셜록 놈즈
24538,20173734,죄 많은 소녀
24539,20188242,타샤 튜더
24545,20189746,극장판 뽀잉: 슈퍼 변신의 비밀
24546,20189268,루이스
24548,20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활
24549,20185222,체실 비치에서
24559,20180610,"FIWOM 2018 웃어봐+수잔과 남자+내일, 또 내일, 그리고 또 내일+여자1 여자2 여자3+루비 파샤의 전설"
24567,20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티
24618,20189743,파이널 포트레이트
24656,20189067,미쓰백
24669,20189123,곰돌이 푸 다시 만나 행복해
24670,20177221,베놈
24734,20180523,스타 이즈 본
24735,20180770,다이노 어드벤처2: 육해공 공룡 대백과
24736,20180931,극장판 가면라이더 이그제이드: 트루 엔딩
24738,20189331,리즈와 파랑새
24746,20187521,펭귄 하이웨이
24749,20184678,배반의 장미
24756,20188661,에브리데이
24757,20181262,노크: 초대받지 않은 손님
24759,20180624,킨: 더 비기닝
24817,20186321,퍼스트맨
24828,20174981,창궐
24849,20180628,액슬
24868,20189281,폴란드로 간 아이들
24877,20177538,완벽한 타인
24879,20010291,해리포터와 마법사의 돌
24892,20182403,크레이지 리치 아시안
24898,20182748,알리바이 닷 컴
24919,20181669,윌리
24938,20185485,보헤미안 랩소디
24953,20181404,벽 속에 숨은 마법시계
24954,20180987,할로윈
24958,20181879,나츠메 우인장: 세상과 연을 맺다
24977,20181171,바울
24998,20181367,캡틴 스터비
25022,20170513,동네사람들
25028,20189869,해피 투게더
25033,20179006,여곡성
25037,20184481,성난황소
25049,20182693,구스범스: 몬스터의 역습
25058,20183063,박물관이 진짜 살아있다
25079,20186822,너의 췌장을 먹고 싶어
25089,20176814,신비한 동물들과 그린델왈드의 범죄
25094,20182935,출국
25103,20183050,번 더 스테이지: 더 무비
25129,20183009,로빈슨의 언더워터 어드벤처
25148,20177552,국가부도의 날
25153,20182669,툴리
25174,20183073,베일리 어게인
25197,20183043,캡틴 샤키
25198,20184514,꼬마비행기 피티와 친구들:사막구출 대작전
25214,20179230,도어락
25233,20181905,후드
25236,20183007,거미줄에 걸린 소녀
25259,20182966,투 프렌즈
25298,20181764,모어 댄 블루
25303,20178825,모털 엔진
25306,20183745,런닝맨 : 풀룰루의 역습
25313,20189843,호두까기 인형과 4개의 왕국
25315,20175547,스윙키즈
25318,20183288,헌터 킬러
25328,20184529,트와이스랜드
25337,20183650,번개맨의 비밀
25356,20183238,스파이더맨: 뉴 유니버스
25375,20182082,부탁 하나만 들어줘
25378,20183685,엘리엇과 산타 썰매단
25397,20168773,마약왕
25434,20184105,말모이
25438,20180290,아쿠아맨
25445,20182421,그린치
25447,20183375,극장판 포켓몬스터 모두의 이야기
25465,20170658,PMC: 더 벙커
25475,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~
25494,20186281,범블비
25503,20183785,점박이 한반도의 공룡2 : 새로운 낙원
25574,20184187,언니
25590,20189463,주먹왕 랄프 2: 인터넷 속으로
25598,20176251,내안의 그놈
25648,20186324,언더독
25655,20184574,그린 북
25663,20183915,극장판 공룡메카드: 타이니소어의 섬
25668,20184943,빌리어네어 보이즈클럽
25709,20185047,쿠르스크
25718,20166602,그대 이름은 장미
25724,20182588,미래의 미라이
25727,20182044,구스 베이비
25732,20182544,글래스
25738,20182530,극한직업
25798,20189385,몬스터 파크
25807,20184896,가버나움
25808,20180868,뺑반
25821,20185124,러브 유어셀프 인 서울
25845,20185881,증인
25859,20196263,챔피언스
25862,20186261,드래곤 길들이기 3
25868,20174169,기묘한 가족
25873,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀
25879,20184274,사랑은 비가 갠 뒤처럼
25886,20188282,알리타: 배틀 엔젤
25935,20185444,레고 무비2
25989,20195790,콜드 워
26007,20196404,신밧드와 마법 양탄자
26012,20195915,해피 데스데이 2 유
26015,20162003,명탐정 코난:전율의 악보
26016,20184888,메리 포핀스 리턴즈
26018,20195984,드래곤볼 슈퍼: 브로리
26068,20020222,해리포터와 비밀의 방
26069,20177539,사바하
26073,20185576,콜드 체이싱
26076,20195743,신데렐라:마법 반지의 비밀
26118,20180937,더 페이버릿: 여왕의 여자
26142,20196601,항거:유관순 이야기
26144,20176442,자전차왕 엄복동
26145,20195791,"어쩌다, 결혼"
26157,20196585,슈퍼미니 2
26199,20195789,빠삐용
26208,20185350,칠곡 가시나들
26210,20181877,캡틴 마블
26215,20176103,돈
26218,20195943,브라더 오브 더 이어
26219,20196323,더 와이프
26228,20197723,킹 오브 프리즘 -샤이니 세븐 스타즈-
26239,20183085,질투의 역사
26246,20177282,리노
26267,20175407,우상
26269,20197483,1919 유관순
26275,20197283,이스케이프 룸
26288,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이
26289,20197846,악질경찰
26292,20197356,라스트 미션
26297,20197783,철벽선생
26317,20196723,숲속왕국의 꿀벌 여왕
26337,20183096,생일
26366,20196820,양지의 그녀
26376,20183773,장난스런 키스
26385,20197617,정글북: 마법 원정대
26415,20197987,더 길티
26419,20197092,로망
26420,20185352,어스
26424,20196025,덤보
26426,20166301,썬키스 패밀리
26438,20198146,콜레트
26439,20198403,파이브 피트
26469,20197552,출동! 도토리 구조대
26476,20180825,미성년
26488,20196244,샤잠!
26498,20198104,바이스
26509,20199814,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토
26519,20198043,아픈 만큼 사랑한다
26528,20198023,고릴라와 슈퍼레이스
26548,20188393,"다시, 봄"
26561,20185406,헬보이
26563,20197423,공포의 묘지
26576,20198844,아이 엠 마더
26624,20185784,나의 특별한 형제
26631,20183454,요로나의 저주
26634,20182501,왓칭
26638,19990220,노팅 힐
26642,20198982,크게 될 놈
26700,20184889,어벤져스: 엔드게임
26708,20198912,노무현과 바보들
26709,20199189,미스 스티븐스
26711,20198183,뽀로로 극장판 보물섬 대모험
26718,20169323,안도 타다오
26753,20199448,어린 의뢰인
26755,20197147,어글리 돌
26759,20197503,서스페리아
26763,20184082,걸캅스
26775,20199736,프렌즈: 둥지탈출
26783,20060347,판의 미로 - 오필리아와 세 개의 열쇠
26784,20187981,배심원들
26786,20198598,명탐정 피카츄
26788,20190923,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉
26832,20188941,악인전
26842,20185384,호텔 뭄바이
26845,20199623,고양이 여행 리포트
26858,20199923,라플라스의 마녀
26859,20199949,벤 이즈 백
26868,20186651,뷰티풀 보이스
26927,20198597,교회오빠
26928,20190270,나의 히어로 아카데미아 더 무비: 두 명의 히어로
26979,20190725,물의 기억
26989,20183867,알라딘
26994,20199822,더 보이
27018,20190261,언더 더 씨2
27028,20199954,해피타임 스파이
27039,20191141,시민 노무현
27046,20183782,기생충
27049,20190273,천로역정: 천국을 찾아서
27052,20184865,고질라: 킹 오브 몬스터
27053,20188144,0.0MHz
27069,20191844,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운
27079,20198453,롱 리브 더 킹: 목포 영웅
27086,20192001,피터팬: 후크 선장과 결투의 날
27108,20198291,로켓맨
27121,20182387,엑스맨: 다크 피닉스
27133,19880001,이웃집 토토로
27135,20199063,빅샤크2: 해저2만리
27139,20191342,폴라로이드
27185,20196657,맨 인 블랙: 인터내셔널
27205,20191401,업사이드
27206,20190466,세상을 바꾼 변호인
27228,20190793,엘리펀트킹 덤보
27256,20182585,비스트
27269,20196655,존 윅 3: 파라벨룸
27270,20184047,토이 스토리 4
27275,20190885,사탄의 인형
27277,20190002,롱 샷
27278,20192022,마담 싸이코
27279,20198526,쓰리 세컨즈
27287,20191781,북클럽
27333,20199951,애나벨 집으로
27349,20070602,마녀배달부 키키
27383,20196309,스파이더맨: 파 프롬 홈
27407,20192591,BIFAN2019 판타스틱 단편 걸작선 1
27429,20185241,칠드런 액트
27439,20192689,별의 정원
27456,20185353,기방도령
27459,20185986,진범
27469,20192151,미드소마
27479,20198323,레드슈즈
27487,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩
27540,20175771,라이온 킹
27544,20192222,사일런스
27557,20184621,엑시트
27558,20182490,나랏말싸미
27598,20180442,사자
27605,20183844,마이펫의 이중생활 2
27613,20192725,명탐정 코난: 감청의 권
27618,20191845,난폭한 기록
27668,20184462,봉오동 전투
27698,20191741,앵그리 버드 2: 독수리 왕국의 침공
27752,20193275,브링 더 소울 : 더 무비
27769,20190741,김복동
27809,20184543,변신
27820,20196850,분노의 질주: 홉스&쇼
27823,20182241,"안녕, 티라노: 영원히, 함께"
27825,20187959,원더랜드
27834,20188404,암전
27892,20185985,광대들: 풍문조작단
27905,20171021,커런트 워
27906,20191604,애프터
27918,20190703,우리집
27946,20181416,유열의 음악앨범
27948,20193665,47미터 2
27967,20194384,안나
27979,20181103,벌새
28018,20187322,"힘을 내요, 미스터 리"
28028,20188750,나쁜 녀석들: 더 무비
28030,20192804,그것: 두 번째 이야기
28034,20193821,극장판 헬로카봇 : 달나라를 구해줘!
28047,20194541,안녕 베일리
28058,20184572,타짜: 원 아이드 잭
28098,20194456,양자물리학
28107,20194442,플레이모빌: 더 무비
28109,20194045,극장판 반지의 비밀일기
28138,20193807,예스터데이
28154,20184483,퍼펙트맨
28181,20192982,애드 아스트라
28186,20195202,뷰티풀 보이
28187,20189077,비뚤어진 집
28199,20193601,장사리 : 잊혀진 영웅들
28209,20194943,발명왕 볼트
28226,20195968,더 룸
28238,20195920,가장 보통의 연애
28243,20199446,원스 어폰 어 타임... 인 할리우드
28248,20195203,레플리카
28310,20199950,조커
28317,20195941,소피와 드래곤: 마법책의 비밀
28327,20196380,몬스터 하우스
28329,20193743,오션스: 문어구출대작전
28338,20191183,제미니 맨
28387,20197691,잃어버린 세계를 찾아서
28388,20184243,판소리 복서
28389,20196671,쿵푸 보이
28397,20190280,날씨의 아이
28398,20185361,두번할까요
28399,20196409,뱅드림! 필름 라이브
28407,20183407,버티고
28409,20194223,너를 만난 여름
28437,20191029,82년생 김지영
28449,20195081,디어 마이 프렌드
28460,20191589,말레피센트 2
28478,20197141,와일드 로즈
28487,20197402,꼬마 자전거 스피디
28499,20030003,클래식
28508,20192083,터미네이터: 다크 페이트
28515,20197279,아담스 패밀리
28516,20197392,프렌드 존
28524,20196136,람보 : 라스트 워
28528,20198961,더 킹: 헨리 5세
28529,20195005,경계선
28536,19910247,터미네이터2 3D
28539,20197054,빅트립: 아기팬더 배달 대모험
28558,20197394,체크 히어로
28575,20195002,블랙머니
28587,20181434,신의 한 수: 귀수편
28599,20192589,빅 위시
28618,20198184,빅 2: 황금열쇠 대소동
28649,20196726,우먼 인 할리우드
28658,20196284,윤희에게
28669,20184133,어제 일은 모두 괜찮아
28675,20193801,닥터 슬립
28699,20198315,캔 유 킵 어 시크릿?
28709,20197981,패트와 매트: 우당탕탕 크리스마스
28716,20188462,감쪽같은 그녀
28734,20198421,좀비랜드: 더블 탭
28735,20197721,엔젤 해즈 폴른
28739,20199118,어쩌다 룸메이트
28749,20196760,대통령의 7시간
28789,20199428,크롤
28808,20198942,아이리시맨
28810,20197803,겨울왕국 2
28814,20184341,얼굴없는 보스
28818,20190142,굿 라이어
28868,20198430,나이브스 아웃
28871,20185161,나를 찾아줘
28874,20197336,허슬러
28875,20199576,러브 앳
28879,20190014,오피셜 시크릿
28888,20192401,포드 V 페라리
28899,20181164,카센타
28919,20198962,결혼 이야기
28947,20196705,집 이야기
28954,20197278,라스트 크리스마스
28957,20196293,파비안느에 관한 진실
28959,20196721,디에고
28978,20196405,극장판 타오르지마 버스터-블랙어썰트의 귀환
28997,20199867,프란치스코 교황 : 맨 오브 히스 워드
29004,20198414,시동
29011,20198681,쥬만지: 넥스트 레벨
29015,20198182,아내를 죽였다
29019,20190545,카운트다운
29068,20184571,천문: 하늘에 묻는다
29085,20192206,백두산
29093,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드
29097,20198701,"미안해요, 리키"
29109,20190163,아스테릭스: 마법 물약의 비밀
29137,20192721,캣츠
29147,20199981,눈의 여왕4
29148,20198818,프린스 코기
29206,20183002,해치지않아
29213,20196272,미드웨이
29227,20191408,21 브릿지: 테러 셧다운 
29290,20199581,닥터 두리틀
29291,20195462,스타워즈: 라이즈 오브 스카이워커
29319,20196161,타발루가와 얼음공주
29357,20192300,스파이 지니어스 
29361,20196670,나쁜 녀석들: 포에버
29369,20192101,히트맨
29376,20198676,타오르는 여인의 초상
29418,20180939,남산의 부장들
29432,20188421,미스터 주: 사라진 VIP
29439,20192604,오즈의 마법사: 요술구두와 말하는 책
29447,20193385,하이큐!! 땅 VS 하늘
29495,20193321,정직한 후보
29504,20100312,인셉션
29509,20182447,클로젯
29519,20193836,핑크퐁 시네마 콘서트 : 우주대탐험
29529,20204162,나이트 헌터
29555,20180962,지푸라기라도 잡고 싶은 짐승들
29571,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방)
29574,20191109,페인 앤 글로리
29575,20197390,조조 래빗
29577,20192240,작은 아씨들
29584,20192984,극장판 미니특공대: 공룡왕 디노 
29599,20191085,이 멋진 세계에 축복을! 붉은 전설
