,date,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
15055,20160214,6,6,0,OLD,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,195739000,2.8,748400,0.4,1951230800,26869,-252,-0.9,267023,326,574
15056,20160214,7,7,0,OLD,20150903,번개맨,2016-02-11,141057900,2.0,-26911200,-16,406290100,18584,-3700,-16.6,53366,388,838
15057,20160214,8,8,0,OLD,20150456,드레스메이커,2016-02-11,85227500,1.2,-11086100,-11.5,331160400,10386,-1419,-12,41168,171,415
15058,20160214,9,9,0,OLD,20159657,최강전사 미니특공대: 영웅의 탄생,2016-02-04,76488100,1.1,2096400,2.8,823586500,10212,180,1.8,109324,222,272
15059,20160214,10,10,1,OLD,20157466,"로봇, 소리",2016-01-27,57745900,0.8,2498017,4.5,3451563960,7279,248,3.5,466462,187,395
15060,20160215,1,1,0,OLD,20145507,검사외전,2016-02-03,1237142800,60.9,-2899661100,-70.1,66093755564,165549,-348311,-67.8,8248830,1497,7761
15061,20160215,2,2,0,OLD,20151803,쿵푸팬더3,2016-01-28,267863000,13.2,-926844300,-77.6,29505540456,36964,-115074,-75.7,3731763,644,2501
15062,20160215,3,3,2,OLD,20150942,캐롤,2016-02-04,115628300,5.7,-114586600,-49.8,1974315000,15073,-11940,-44.2,235785,288,839
15063,20160215,4,4,4,OLD,20150456,드레스메이커,2016-02-11,45679800,2.2,-39547700,-46.4,376840200,5988,-4398,-42.3,47156,173,465
15064,20160215,5,5,0,NEW,20161364,귀향,2016-02-24,43330000,2.1,43330000,100,51176000,5556,5556,100,6486,21,21
15065,20160215,6,6,0,NEW,20155501,주토피아,2016-02-17,39044000,1.9,39044000,100,85333000,4915,4915,100,10010,22,22
15066,20160215,7,7,-1,OLD,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,31954500,1.6,-163784500,-83.7,1983185300,4798,-22071,-82.1,271821,282,456
15067,20160215,8,8,-4,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,25947600,1.3,-200716700,-88.6,779515900,3615,-26430,-88,105040,176,409
15068,20160215,9,9,2,OLD,20158483,오빠생각,2016-01-21,23810000,1.2,-29553300,-55.4,8019254887,3329,-3642,-52.2,1063432,211,392
15069,20160215,10,10,0,OLD,20157466,"로봇, 소리",2016-01-27,21679700,1.1,-36066200,-62.5,3473243660,2962,-4317,-59.3,469424,192,411
15070,20160216,1,1,0,OLD,20145507,검사외전,2016-02-03,1054486300,42.0,-182656500,-14.8,67148241864,142041,-23508,-14.2,8390871,1496,6555
15071,20160216,2,2,15,OLD,20153781,데드풀,2016-02-17,795468600,31.7,778926600,4708.8,1607496900,96250,94818,6621.4,186267,827,2595
15072,20160216,3,3,-1,OLD,20151803,쿵푸팬더3,2016-01-28,239683000,9.6,-28180000,-10.5,29745223456,34218,-2746,-7.4,3765981,693,2181
15073,20160216,4,4,-1,OLD,20150942,캐롤,2016-02-04,101853700,4.1,-13774600,-11.9,2076168700,13382,-1691,-11.2,249167,274,718
15074,20160216,5,5,2,OLD,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,41401700,1.7,9447200,29.6,2024587000,6278,1480,30.8,278099,287,462
15075,20160216,6,6,2,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,32758600,1.3,6811000,26.2,812274500,4647,1032,28.5,109687,167,387
15076,20160216,7,7,4,OLD,20150977,좋아해줘,2016-02-17,32866000,1.3,8274000,33.6,94250000,4325,1382,47,11969,19,19
15077,20160216,8,8,-4,OLD,20150456,드레스메이커,2016-02-11,30891200,1.2,-14788600,-32.4,407731400,4177,-1811,-30.2,51333,159,337
15078,20160216,9,9,0,OLD,20158483,오빠생각,2016-01-21,22616400,0.9,-1193600,-5,8041871287,3221,-108,-3.2,1066653,182,308
15079,20160216,10,10,0,OLD,20157466,"로봇, 소리",2016-01-27,18763100,0.7,-2916600,-13.5,3492006760,2904,-58,-2,472328,190,346
15080,20160217,1,1,1,OLD,20153781,데드풀,2016-02-17,2019314800,49.1,1223846200,153.9,3626811700,252018,155768,161.8,438285,915,5074
15081,20160217,2,2,-1,OLD,20145507,검사외전,2016-02-03,802126000,19.5,-252360300,-23.9,67950367864,108167,-33874,-23.8,8499038,741,3171
15082,20160217,3,3,4,OLD,20150977,좋아해줘,2016-02-17,545910500,13.3,513044500,1561,640160500,73132,68807,1590.9,85101,614,2540
15083,20160217,4,4,16,OLD,20155501,주토피아,2016-02-17,261052300,6.4,257902300,8187.4,349535300,35604,35154,7812,46064,557,1972
15084,20160217,5,5,14,OLD,20158482,동주,2016-02-17,139569700,3.4,136279700,4142.2,175957700,19124,18673,4140.4,24522,374,1084
15085,20160217,6,6,-3,OLD,20151803,쿵푸팬더3,2016-01-28,115233800,2.8,-124449200,-51.9,29860457256,16811,-17407,-50.9,3782792,394,754
15086,20160217,7,7,-3,OLD,20150942,캐롤,2016-02-04,47881700,1.2,-53972000,-53,2124050400,6190,-7192,-53.7,255357,115,265
15087,20160217,8,8,0,NEW,20155020,대니쉬 걸,2016-02-17,44119500,1.1,44119500,100,62391000,5826,5826,100,7946,201,409
15088,20160217,9,9,0,NEW,20151111,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,18834800,0.5,18834800,100,29268800,2794,2794,100,3989,226,280
15089,20160217,10,10,-4,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,14651800,0.4,-18106800,-55.3,826926300,2023,-2624,-56.5,111710,81,107
15090,20160218,1,1,0,OLD,20153781,데드풀,2016-02-17,1630676500,42.8,-388638300,-19.2,5257488200,204289,-47729,-18.9,642574,939,5196
15091,20160218,2,2,0,OLD,20145507,검사외전,2016-02-03,712935100,18.7,-89190900,-11.1,68663302964,96683,-11484,-10.6,8595721,758,3165
15092,20160218,3,3,0,OLD,20150977,좋아해줘,2016-02-17,530966400,13.9,-14944100,-2.7,1171126900,71574,-1558,-2.1,156675,618,2577
15093,20160218,4,4,0,OLD,20155501,주토피아,2016-02-17,337912500,8.9,76860200,29.4,687447800,46874,11270,31.7,92938,583,2007
15094,20160218,5,5,0,OLD,20158482,동주,2016-02-17,195496900,5.1,55927200,40.1,371454600,26875,7751,40.5,51397,384,1122
15095,20160218,6,6,0,OLD,20151803,쿵푸팬더3,2016-01-28,122574100,3.2,7340300,6.4,29983031356,17839,1028,6.1,3800631,386,733
15096,20160218,7,7,1,OLD,20155020,대니쉬 걸,2016-02-17,68075600,1.8,23956100,54.3,130466600,8882,3056,52.5,16828,233,481
15097,20160218,8,8,1,OLD,20151111,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,34566200,0.9,15731400,83.5,63835000,5235,2441,87.4,9224,238,307
15098,20160218,9,9,-2,OLD,20150942,캐롤,2016-02-04,39682300,1.0,-8199400,-17.1,2163732700,5198,-992,-16,260555,114,239
15099,20160218,10,10,2,OLD,20151021,순정,2016-02-24,25590000,0.7,11134000,77,167280000,3255,1468,82.1,20202,11,11
15100,20160219,1,1,0,OLD,20153781,데드풀,2016-02-17,1993312015,44.4,362635515,22.2,7250800215,232890,28601,14,875464,988,5477
15101,20160219,2,2,0,OLD,20145507,검사외전,2016-02-03,793652500,17.7,80717400,11.3,69456955464,100431,3748,3.9,8696152,741,3168
15102,20160219,3,3,0,OLD,20150977,좋아해줘,2016-02-17,602169279,13.4,71202879,13.4,1773296179,76361,4787,6.7,233036,620,2613
15103,20160219,4,4,0,OLD,20155501,주토피아,2016-02-17,429842700,9.6,91930200,27.2,1117290500,56705,9831,21,149643,585,2049
15104,20160219,5,5,0,OLD,20158482,동주,2016-02-17,278462721,6.2,82965821,42.4,649917321,36130,9255,34.4,87527,403,1168
15105,20160219,6,6,0,OLD,20151803,쿵푸팬더3,2016-01-28,134284000,3.0,11709900,9.6,30117315356,18509,670,3.8,3819140,390,746
15106,20160219,7,7,0,OLD,20155020,대니쉬 걸,2016-02-17,85175936,1.9,17100336,25.1,215642536,10275,1393,15.7,27103,246,500
15107,20160219,8,8,1,OLD,20150942,캐롤,2016-02-04,45968164,1.0,6285864,15.8,2209700864,5552,354,6.8,266107,109,238
15108,20160219,9,9,-1,OLD,20151111,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,18500200,0.4,-16066000,-46.5,82335200,2759,-2476,-47.3,11983,208,258
15109,20160219,10,10,1,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,18913800,0.4,2196600,13.1,862557300,2514,162,6.9,116576,87,116
15110,20160220,1,1,0,OLD,20153781,데드풀,2016-02-17,3884363906,45.0,1891051891,94.9,11135164121,451805,218915,94,1327269,1036,5832
15111,20160220,2,2,0,OLD,20145507,검사외전,2016-02-03,1486792000,17.2,693139500,87.3,70943747464,185021,84590,84.2,8881173,735,3165
15112,20160220,3,3,0,OLD,20150977,좋아해줘,2016-02-17,1051402158,12.2,449232879,74.6,2824698337,130316,53955,70.7,363352,634,2609
15113,20160220,4,4,0,OLD,20155501,주토피아,2016-02-17,995718700,11.5,565876000,131.6,2113009200,128705,72000,127,278348,656,2265
15114,20160220,5,5,0,OLD,20158482,동주,2016-02-17,543972642,6.3,265509921,95.3,1193889963,68852,32722,90.6,156379,462,1206
15115,20160220,6,6,0,OLD,20151803,쿵푸팬더3,2016-01-28,294755500,3.4,160471500,119.5,30412070856,39054,20545,111,3858194,397,775
15116,20160220,7,7,0,OLD,20155020,대니쉬 걸,2016-02-17,112000048,1.3,26824112,31.5,327642584,13470,3195,31.1,40573,222,426
15117,20160220,8,8,0,OLD,20150942,캐롤,2016-02-04,59332652,0.7,13364488,29.1,2269033516,6896,1344,24.2,273003,113,219
15118,20160220,9,9,1,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,50733700,0.6,31819900,168.2,913291000,6695,4181,166.3,123271,88,122
15119,20160220,10,10,-1,OLD,20151111,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,33714100,0.4,15213900,82.2,116049300,4789,2030,73.6,16772,241,312
15120,20160221,1,1,0,OLD,20153781,데드풀,2016-02-17,3292550500,41.6,-591813406,-15.2,14427714621,382919,-68886,-15.2,1710188,1015,5576
15121,20160221,2,2,0,OLD,20145507,검사외전,2016-02-03,1349246300,17.0,-137545700,-9.3,72292993764,168127,-16894,-9.1,9049300,739,3030
15122,20160221,3,3,1,OLD,20155501,주토피아,2016-02-17,1107121000,14.0,111402300,11.2,3220130200,142478,13773,10.7,420826,661,2247
15123,20160221,4,4,-1,OLD,20150977,좋아해줘,2016-02-17,926098600,11.7,-125303558,-11.9,3750796937,114651,-15665,-12,478003,637,2502
15124,20160221,5,5,0,OLD,20158482,동주,2016-02-17,583978500,7.4,40005858,7.4,1777868463,74035,5183,7.5,230414,499,1282
15125,20160221,6,6,0,OLD,20151803,쿵푸팬더3,2016-01-28,310476200,3.9,15720700,5.3,30722547056,40481,1427,3.7,3898675,393,768
15126,20160221,7,7,0,OLD,20155020,대니쉬 걸,2016-02-17,105171400,1.3,-6828648,-6.1,432813984,12559,-911,-6.8,53132,228,423
15127,20160221,8,8,1,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,50613500,0.6,-120200,-0.2,963904500,6636,-59,-0.9,129907,97,128
15128,20160221,9,9,-1,OLD,20150942,캐롤,2016-02-04,50075900,0.6,-9256752,-15.6,2319109416,5975,-921,-13.4,278978,111,225
15129,20160221,10,10,0,OLD,20151111,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,38565400,0.5,4851300,14.4,154614700,5462,673,14.1,22234,236,308
15130,20160222,1,1,0,OLD,20153781,데드풀,2016-02-17,1090227600,36.1,-2202322900,-66.9,15517942221,136809,-246110,-64.3,1846997,946,5193
15131,20160222,2,2,0,OLD,20145507,검사외전,2016-02-03,466855400,15.4,-882390900,-65.4,72759849164,62612,-105515,-62.8,9111912,689,2881
15132,20160222,3,3,0,OLD,20155501,주토피아,2016-02-17,447739300,14.8,-659381700,-59.6,3667869500,61335,-81143,-57,482161,587,2024
15133,20160222,4,4,0,OLD,20150977,좋아해줘,2016-02-17,361164100,12.0,-564934500,-61,4111961037,48451,-66200,-57.7,526454,588,2432
15134,20160222,5,5,0,OLD,20158482,동주,2016-02-17,343564400,11.4,-240414100,-41.2,2121432863,46731,-27304,-36.9,277145,448,1439
15135,20160222,6,6,0,OLD,20151803,쿵푸팬더3,2016-01-28,85825900,2.8,-224650300,-72.4,30808372956,12204,-28277,-69.9,3910879,358,696
15136,20160222,7,7,0,OLD,20155020,대니쉬 걸,2016-02-17,60686200,2.0,-44485200,-42.3,493500184,7948,-4611,-36.7,61080,230,480
15137,20160222,8,8,0,NEW,20145502,남과 여,2016-02-25,34096000,1.1,34096000,100,57276000,4072,4072,100,7079,14,14
15138,20160222,9,9,0,OLD,20150942,캐롤,2016-02-04,25310400,0.8,-24765500,-49.5,2344419816,3277,-2698,-45.2,282255,101,218
15139,20160222,10,10,-2,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,13363900,0.4,-37249600,-73.6,977268400,1870,-4766,-71.8,131777,83,111
15140,20160223,1,1,0,OLD,20153781,데드풀,2016-02-17,939562600,31.1,-150665000,-13.8,16457504821,118324,-18485,-13.5,1965321,944,5142
15141,20160223,2,2,1,OLD,20155501,주토피아,2016-02-17,569512800,18.8,121773500,27.2,4237382300,79043,17708,28.9,561204,608,2071
15142,20160223,3,3,-1,OLD,20145507,검사외전,2016-02-03,454881000,15.0,-11974400,-2.6,73214730164,61439,-1173,-1.9,9173351,690,2833
15143,20160223,4,4,0,OLD,20150977,좋아해줘,2016-02-17,354346300,11.7,-6817800,-1.9,4466307337,47616,-835,-1.7,574070,595,2395
15144,20160223,5,5,0,OLD,20158482,동주,2016-02-17,346817000,11.5,3252600,0.9,2468249863,47480,749,1.6,324625,471,1517
15145,20160223,6,6,0,OLD,20151803,쿵푸팬더3,2016-01-28,100677700,3.3,14851800,17.3,30909050656,14522,2318,19,3925401,370,697
15146,20160223,7,7,0,OLD,20155020,대니쉬 걸,2016-02-17,67463900,2.2,6777700,11.2,560964084,8819,871,11,69899,232,487
15147,20160223,8,8,1,OLD,20150942,캐롤,2016-02-04,27126100,0.9,1815700,7.2,2371545916,3521,244,7.4,285776,112,222
15148,20160223,9,9,0,NEW,20156063,룸,2016-03-03,27786000,0.9,27786000,100,56762000,3255,3255,100,6552,14,14
15149,20160223,10,10,0,OLD,20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,19559100,0.6,6195200,46.4,996827500,2743,873,46.7,134520,88,118
15150,20160224,1,1,0,NEW,20161364,귀향,2016-02-24,962008400,23.1,962008400,100,1045786400,158174,158174,100,169228,513,2138
15151,20160224,2,2,-1,OLD,20153781,데드풀,2016-02-17,903342600,21.6,-36220000,-3.9,17360847421,143318,24994,21.1,2108639,729,3753
15152,20160224,3,3,-1,OLD,20155501,주토피아,2016-02-17,548430100,13.1,-21082700,-3.7,4785812400,86110,7067,8.9,647314,514,1393
15153,20160224,4,4,-1,OLD,20145507,검사외전,2016-02-03,403291600,9.7,-51589400,-11.3,73618021764,66549,5110,8.3,9239900,527,1898
15154,20160224,5,5,0,OLD,20158482,동주,2016-02-17,366358500,8.8,19541500,5.6,2834608363,62460,14980,31.6,387085,456,1473
15155,20160224,6,6,6,OLD,20151021,순정,2016-02-24,347464800,8.3,321715700,1249.4,553677600,56244,53613,2037.7,80689,467,1702
15156,20160224,7,7,-3,OLD,20150977,좋아해줘,2016-02-17,294410000,7.1,-59936300,-16.9,4760717337,48328,712,1.5,622398,465,1469
15157,20160224,8,8,22,OLD,20150565,스포트라이트,2016-02-24,128058400,3.1,126572400,8517.7,161438100,21951,21765,11701.6,25951,295,999
15158,20160224,9,9,-3,OLD,20151803,쿵푸팬더3,2016-01-28,68698000,1.6,-31979700,-31.8,30977748656,10531,-3991,-27.5,3935932,195,321
15159,20160224,10,10,-3,OLD,20155020,대니쉬 걸,2016-02-17,46516900,1.1,-20947000,-31,607480984,7263,-1556,-17.6,77162,133,263
15160,20160225,1,1,0,OLD,20161364,귀향,2016-02-24,982667700,25.9,20659300,2.1,2028454100,134742,-23432,-14.8,303970,528,2224
15161,20160225,2,2,0,OLD,20153781,데드풀,2016-02-17,695490300,18.3,-207852300,-23,18056337721,86371,-56947,-39.7,2195010,644,3097
15162,20160225,3,3,0,OLD,20155501,주토피아,2016-02-17,562886300,14.8,14456200,2.6,5348698700,79586,-6524,-7.6,726900,546,1279
15163,20160225,4,4,0,OLD,20145507,검사외전,2016-02-03,283561500,7.5,-119730100,-29.7,73901583264,38210,-28339,-42.6,9278110,446,1343
15164,20160225,5,5,0,OLD,20158482,동주,2016-02-17,279573700,7.4,-86784800,-23.7,3114182063,38021,-24439,-39.1,425106,456,1390
15165,20160225,6,6,75,OLD,20145502,남과 여,2016-02-25,210198300,5.5,210190300,2627378.8,271962300,27887,27886,2788600,35527,424,1504
15166,20160225,7,7,0,OLD,20150977,좋아해줘,2016-02-17,173208800,4.6,-121201200,-41.2,4933926137,22937,-25391,-52.5,645335,379,978
15167,20160225,8,8,-2,OLD,20151021,순정,2016-02-24,158007800,4.2,-189457000,-54.5,711685400,22480,-33764,-60,103169,435,1466
15168,20160225,9,9,0,NEW,20161745,제 5침공,2016-02-25,145117000,3.8,145117000,100,146160000,19795,19795,100,19944,289,663
15169,20160225,10,10,-2,OLD,20150565,스포트라이트,2016-02-24,93696600,2.5,-34361800,-26.8,255134700,12467,-9484,-43.2,38418,312,929
15170,20160226,1,1,0,OLD,20161364,귀향,2016-02-24,1339968655,29.6,357300955,36.4,3368422755,173714,38972,28.9,477684,589,2467
15171,20160226,2,2,0,OLD,20153781,데드풀,2016-02-17,847277338,18.7,151787038,21.8,18903615059,98218,11847,13.7,2293228,655,3067
15172,20160226,3,3,0,OLD,20155501,주토피아,2016-02-17,658742000,14.5,95855700,17,6007440700,88622,9036,11.4,815522,632,1501
15173,20160226,4,4,1,OLD,20158482,동주,2016-02-17,330945645,7.3,51371945,18.4,3445127708,42269,4248,11.2,467375,510,1513
15174,20160226,5,5,-1,OLD,20145507,검사외전,2016-02-03,307381600,6.8,23820100,8.4,74208964864,38765,555,1.5,9316875,467,1333
15175,20160226,6,6,0,OLD,20145502,남과 여,2016-02-25,230222262,5.1,20023962,9.5,502184562,27744,-143,-0.5,63271,449,1464
15176,20160226,7,7,0,OLD,20150977,좋아해줘,2016-02-17,207359700,4.6,34150900,19.7,5141285837,25838,2901,12.6,671173,386,972
15177,20160226,8,8,0,OLD,20151021,순정,2016-02-24,144228862,3.2,-13778938,-8.7,855914262,19805,-2675,-11.9,122974,439,1421
15178,20160226,9,9,0,OLD,20161745,제 5침공,2016-02-25,128209000,2.8,-16908000,-11.7,274369000,16489,-3306,-16.7,36433,294,667
15179,20160226,10,10,0,OLD,20150565,스포트라이트,2016-02-24,122168036,2.7,28471436,30.4,377302736,15106,2639,21.2,53524,320,923
15180,20160227,1,1,0,OLD,20161364,귀향,2016-02-24,2455873351,29.8,1115904696,83.3,5824296106,312202,138488,79.7,789886,770,3222
15181,20160227,2,2,0,OLD,20153781,데드풀,2016-02-17,1749981029,21.2,902703691,106.5,20653596088,200533,102315,104.2,2493761,653,2944
15182,20160227,3,3,0,OLD,20155501,주토피아,2016-02-17,1265138500,15.4,606396500,92.1,7272579200,164144,75522,85.2,979666,699,2031
15183,20160227,4,4,0,OLD,20158482,동주,2016-02-17,631447049,7.7,300501404,90.8,4076574757,79267,36998,87.5,546642,543,1712
15184,20160227,5,5,0,OLD,20145507,검사외전,2016-02-03,604486200,7.3,297104600,96.7,74813451064,74816,36051,93,9391691,485,1297
15185,20160227,6,6,1,OLD,20150977,좋아해줘,2016-02-17,312206300,3.8,104846600,50.6,5453492137,38040,12202,47.2,709213,379,884
15186,20160227,7,7,-1,OLD,20145502,남과 여,2016-02-25,287049571,3.5,56827309,24.7,789234133,33759,6015,21.7,97030,440,1193
15187,20160227,8,8,0,OLD,20151021,순정,2016-02-24,233880971,2.8,89652109,62.2,1089795233,31517,11712,59.1,154491,442,1231
15188,20160227,9,9,0,OLD,20161745,제 5침공,2016-02-25,202030300,2.5,73821300,57.6,476399300,25944,9455,57.3,62377,298,594
15189,20160227,10,10,0,OLD,20150565,스포트라이트,2016-02-24,196437951,2.4,74269915,60.8,573740687,23550,8444,55.9,77074,283,752
15190,20160228,1,1,0,OLD,20161364,귀향,2016-02-24,2515327800,31.8,59454449,2.4,8339623906,320062,7860,2.5,1109948,797,3293
15191,20160228,2,2,1,OLD,20155501,주토피아,2016-02-17,1353971700,17.1,88833200,7,8626550900,174644,10500,6.4,1154310,733,2068
15192,20160228,3,3,-1,OLD,20153781,데드풀,2016-02-17,1458380500,18.4,-291600529,-16.7,22111976588,167912,-32621,-16.3,2661673,628,2772
15193,20160228,4,4,1,OLD,20145507,검사외전,2016-02-03,597233900,7.5,-7252300,-1.2,75410684964,74138,-678,-0.9,9465829,480,1270
15194,20160228,5,5,-1,OLD,20158482,동주,2016-02-17,585379700,7.4,-46067349,-7.3,4661954457,73847,-5420,-6.8,620489,506,1587
15195,20160228,6,6,0,OLD,20150977,좋아해줘,2016-02-17,278636400,3.5,-33569900,-10.8,5732128537,33898,-4142,-10.9,743111,384,836
15196,20160228,7,7,1,OLD,20151021,순정,2016-02-24,218019700,2.8,-15861271,-6.8,1307814933,28467,-3050,-9.7,182958,438,1124
15197,20160228,8,8,-1,OLD,20145502,남과 여,2016-02-25,221547100,2.8,-65502471,-22.8,1010781233,26351,-7408,-21.9,123381,428,1081
15198,20160228,9,9,0,OLD,20161745,제 5침공,2016-02-25,193686100,2.4,-8344200,-4.1,670085400,24745,-1199,-4.6,87122,312,606
15199,20160228,10,10,0,OLD,20150565,스포트라이트,2016-02-24,173306900,2.2,-23131051,-11.8,747047587,20886,-2664,-11.3,97960,284,706
15200,20160229,1,1,0,OLD,20161364,귀향,2016-02-24,1749558698,34.2,-765769102,-30.4,10089182604,240473,-79589,-24.9,1350421,783,3481
15201,20160229,2,2,0,OLD,20155501,주토피아,2016-02-17,958628000,18.7,-395343700,-29.2,9585178900,133857,-40787,-23.4,1288167,653,2032
15202,20160229,3,3,0,OLD,20153781,데드풀,2016-02-17,768182900,15.0,-690197600,-47.3,22880159488,96045,-71867,-42.8,2757718,601,2705
15203,20160229,4,4,1,OLD,20158482,동주,2016-02-17,382022100,7.5,-203357600,-34.7,5043976557,52220,-21627,-29.3,672709,498,1636
15204,20160229,5,5,-1,OLD,20145507,검사외전,2016-02-03,325108400,6.4,-272125500,-45.6,75735793364,43543,-30595,-41.3,9509372,449,1228
15205,20160229,6,6,0,OLD,20150977,좋아해줘,2016-02-17,189622900,3.7,-89013500,-31.9,5921751437,25298,-8600,-25.4,768409,391,847
15206,20160229,7,7,3,OLD,20150565,스포트라이트,2016-02-24,157815800,3.1,-15491100,-8.9,904863387,20858,-28,-0.1,118818,284,714
15207,20160229,8,8,0,OLD,20145502,남과 여,2016-02-25,154930700,3.0,-66616400,-30.1,1165711933,20181,-6170,-23.4,143562,418,1094
15208,20160229,9,9,0,OLD,20161745,제 5침공,2016-02-25,111643600,2.2,-82042500,-42.4,781729000,15331,-9414,-38,102453,309,642
15209,20160229,10,10,-3,OLD,20151021,순정,2016-02-24,102339500,2.0,-115680200,-53.1,1410154433,14787,-13680,-48.1,197745,390,1021
15210,20160301,1,1,0,OLD,20161364,귀향,2016-02-24,3466680000,37.1,1717121302,98.1,13555862604,446819,206346,85.8,1797240,876,3938
15211,20160301,2,2,0,OLD,20155501,주토피아,2016-02-17,1888475100,20.2,929847100,97,11473654000,247058,113201,84.6,1535225,735,2269
15212,20160301,3,3,0,OLD,20153781,데드풀,2016-02-17,1156647300,12.4,388464400,50.6,24036806788,136233,40188,41.8,2893951,621,2483
15213,20160301,4,4,0,OLD,20158482,동주,2016-02-17,799226100,8.5,417204000,109.2,5843202657,101466,49246,94.3,774175,511,1597
15214,20160301,5,5,0,OLD,20145507,검사외전,2016-02-03,563657000,6.0,238548600,73.4,76299450364,70426,26883,61.7,9579798,475,1210
15215,20160301,6,6,0,OLD,20150977,좋아해줘,2016-02-17,285061300,3.0,95438400,50.3,6206812737,34570,9272,36.7,802979,361,743
15216,20160301,7,7,0,OLD,20150565,스포트라이트,2016-02-24,259269200,2.8,101453400,64.3,1164132587,31463,10605,50.8,150281,282,639
15217,20160301,8,8,2,OLD,20151021,순정,2016-02-24,204024100,2.2,101684600,99.4,1614178533,26085,11298,76.4,223830,415,882
15218,20160301,9,9,-1,OLD,20145502,남과 여,2016-02-25,200689300,2.1,45758600,29.5,1366401233,24060,3879,19.2,167622,387,919
15219,20160301,10,10,-1,OLD,20161745,제 5침공,2016-02-25,179657500,1.9,68013900,60.9,961386500,23032,7701,50.2,125485,303,593
15220,20160302,1,1,0,OLD,20161364,귀향,2016-02-24,801281600,38.1,-2665398400,-76.9,14357144204,110506,-336313,-75.3,1907746,763,3573
15221,20160302,2,2,0,OLD,20155501,주토피아,2016-02-17,297576000,14.2,-1590899100,-84.2,11771230000,39188,-207870,-84.1,1574413,559,1733
15222,20160302,3,3,0,OLD,20153781,데드풀,2016-02-17,273453000,13.0,-883194300,-76.4,24310259788,34958,-101275,-74.3,2928909,546,2362
15223,20160302,4,4,0,OLD,20158482,동주,2016-02-17,153858900,7.3,-645367200,-80.7,5997061557,20777,-80689,-79.5,794952,431,1495
15224,20160302,5,5,0,OLD,20145507,검사외전,2016-02-03,120515400,5.7,-443141600,-78.6,76419965764,15903,-54523,-77.4,9595701,430,1198
15225,20160302,6,6,3,OLD,20145502,남과 여,2016-02-25,90940200,4.3,-109749100,-54.7,1457341433,11854,-12206,-50.7,179476,390,1012
15226,20160302,7,7,0,OLD,20150565,스포트라이트,2016-02-24,89092100,4.2,-170177100,-65.6,1253224687,11726,-19737,-62.7,162007,313,775
15227,20160302,8,8,-2,OLD,20150977,좋아해줘,2016-02-17,83940500,4.0,-201120800,-70.6,6290753237,10733,-23837,-69,813712,348,771
15228,20160302,9,9,1,OLD,20161745,제 5침공,2016-02-25,30670000,1.5,-148987500,-82.9,992056500,4099,-18933,-82.2,129584,260,543
15229,20160302,10,10,-2,OLD,20151021,순정,2016-02-24,25526600,1.2,-178497500,-87.5,1639705133,3551,-22534,-86.4,227381,335,684
15230,20160303,1,1,0,OLD,20161364,귀향,2016-02-24,702926000,32.8,-98355600,-12.3,15060070204,96453,-14053,-12.7,2004199,750,3444
15231,20160303,2,2,12,OLD,20159162,갓 오브 이집트,2016-03-03,455245100,21.3,440182100,2922.3,481127100,56814,55040,3102.6,59744,485,2255
15232,20160303,3,3,0,OLD,20153781,데드풀,2016-02-17,202428400,9.5,-71024600,-26,24512688188,25458,-9500,-27.2,2954367,415,1528
15233,20160303,4,4,-2,OLD,20155501,주토피아,2016-02-17,199105400,9.3,-98470600,-33.1,11970335400,25191,-13997,-35.7,1599604,457,1342
15234,20160303,5,5,-1,OLD,20158482,동주,2016-02-17,108813800,5.1,-45045100,-29.3,6105875357,14787,-5990,-28.8,809739,360,926
15235,20160303,6,6,0,NEW,20161630,13시간,2016-03-03,90357100,4.2,90357100,100,99968100,11943,11943,100,13068,364,1162
15236,20160303,7,7,-2,OLD,20145507,검사외전,2016-02-03,73711200,3.4,-46804200,-38.8,76493676964,10262,-5641,-35.5,9605963,322,644
15237,20160303,8,8,-1,OLD,20150565,스포트라이트,2016-02-24,64206200,3.0,-24885900,-27.9,1317430887,8281,-3445,-29.4,170288,238,485
15238,20160303,9,9,11,OLD,20156063,룸,2016-03-03,56321500,2.6,51278500,1016.8,139382500,7423,6832,1156,17213,316,943
