,movieCd,movieNm,point,viewer
14673,20142641,나를 잊지 말아요,태국,"427,107 명"
14675,20153087,포인트 브레이크,7.52,"295,096 명"
14676,20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,8.68,"202,538 명"
14678,20159510,헤이트풀8,8.46,"122,266 명"
14679,20152370,잡아야 산다,4.03,"54,995 명"
14740,20154001,레버넌트: 죽음에서 돌아온 자,7.83,"2,007,660 명"
14741,20068576,그날의 분위기,6.49,"653,210 명"
14746,20158483,오빠생각,8.51,"1,069,860 명"
14786,20157466,"로봇, 소리",8.47,"476,653 명"
14798,20151021,순정,8.83,"240,704 명"
14812,20159199,빅쇼트,8.51,"447,220 명"
14817,20150461,스티브 잡스,7.49,"68,811 명"
14819,20150566,극장판 꼬마버스 타요의 에이스 구출작전,8.72,"135,478 명"
14880,20151803,쿵푸팬더3,8.63,"3,984,814 명"
14889,20159445,세기의 매치,7.44,"20,448 명"
14899,20145507,검사외전,7.94,"9,707,581 명"
14938,20158882,유스,미국,"87,162 명"
14946,20150977,좋아해줘,8.25,"848,146 명"
14949,20150903,번개맨,9.00,"51,040 명"
14952,20150942,캐롤,8.59,"335,242 명"
14953,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,8.29,"292,495 명"
14958,20159657,최강전사 미니특공대: 영웅의 탄생,8.40,0
14959,20156080,나쁜놈은 죽는다,3.23,"14,950 명"
15022,20150725,극장판 아이엠스타 : 꿈의 오디션!,8.59,"141,351 명"
15024,20150456,드레스메이커,8.15,"56,316 명"
15042,20153781,데드풀,8.69,"5,191 명"
15064,20161364,귀향,7.88,"14,495 명"
15065,20155501,주토피아,9.35,"4,706,158 명"
15084,20158482,동주,9.37,"1,176,468 명"
15087,20155020,대니쉬 걸,8.95,"134,077 명"
15088,20151111,빌리와 용감한 녀석들: 치킨 히어로,7.90,"35,937 명"
15137,20145502,남과 여,7.99,"203,775 명"
15148,20156063,룸,폴란드,"87,768 명"
15157,20150565,스포트라이트,8.94,"301,583 명"
15168,20161745,제 5침공,5.52,"135,874 명"
15231,20159162,갓 오브 이집트,7.37,"919,882 명"
15235,20161630,13시간,8.06,"145,952 명"
15301,20145396,널 기다리며,7.59,"635,235 명"
15302,20151884,런던 해즈 폴른,7.36,"731,683 명"
15305,20158529,조이,오스트리아,"172,253 명"
15308,20161781,엽문3: 최후의 대결,8.55,"47,142 명"
15374,20161968,오 마이 그랜파,7.42,"79,701 명"
15376,20161583,스푹스:MI5,6.55,"41,416 명"
15378,20161881,부활,8.35,"176,539 명"
15419,20159643,글로리데이,7.89,"189,442 명"
15431,20152781,배트맨 대 슈퍼맨: 저스티스의 시작,6.86,"2,256,913 명"
15439,20162381,일사각오,9.18,"94,825 명"
15446,20161921,"헤일, 시저!",7.10,"34,331 명"
15487,20150902,대배우,5.76,"169,984 명"
15499,20162245,33,8.54,"41,269 명"
15503,20162161,미스컨덕트,6.25,"149,095 명"
15505,20161905,나의 그리스식 웨딩 2,7.32,"38,305 명"
15506,20162001,포레스트: 죽음의 숲,5.04,"50,631 명"
15508,20161594,마음이 외치고 싶어해,7.34,"6,043 명"
15514,20161964,독수리 에디,9.02,"226,341 명"
15565,20162431,극장판 프랭키와 친구들: 생명의 나무,8.60,"56,860 명"
15572,20162065,클로버필드 10번지,7.55,"357,736 명"
15575,20145506,해어화,8.04,"485,695 명"
15580,20152782,"날, 보러와요",7.25,"1,063,442 명"
15585,20161870,트럼보,8.82,"61,964 명"
15586,19960126,비포 선라이즈,한국,"57,749 명"
15609,19990140,인생은 아름다워,9.39,"127,567 명"
15625,20159641,위대한 소원,7.89,"308,398 명"
15628,20142621,시간이탈자,7.10,"1,202,511 명"
15639,20150470,라스트 홈,8.20,"15,283 명"
15642,20158984,헌츠맨: 윈터스 워,7.61,"445,009 명"
15669,20145182,4등,8.58,"39,544 명"
15709,20162300,매직브러시,7.95,"172,396 명"
15716,20162321,트리플 9,8.44,"47,197 명"
15717,20162621,파라노말 액티비티: 더 고스트 디멘션,5.54,"54,972 명"
15729,20070458,냉정과 열정사이,8.34,"46,599 명"
15780,20159364,캡틴 아메리카: 시빌 워,8.67,"8,678,117 명"
15786,20162206,브루클린,8.10,"51,106 명"
15787,20162299,시크릿 인 데어 아이즈,7.57,"21,692 명"
15819,20161842,태양 아래,8.89,0
15836,20142406,탐정 홍길동: 사라진 마을,7.75,"1,430,960 명"
15853,20162704,극장판 안녕 자두야,7.83,"280,656 명"
15856,20162542,다이노소어 어드벤처 : 백악기 공룡대백과,6.91,0
15857,20162461,다이노X 탐험대,6.59,"83,319 명"
15858,20156559,계춘할망,8.79,"482,784 명"
15889,20158888,45년 후,8.03,"23,993 명"
15902,20159645,특별수사: 사형수의 편지,8.31,"1,243,065 명"
15906,20140194,곡성,7.61,"6,879,989 명"
15915,20163018,싱 스트리트,9.03,"574,383 명"
15917,20163215,미 비포 유,8.49,"945,172 명"
15923,20162627,다이버전트 시리즈: 얼리전트,7.28,"103,556 명"
15925,20163137,나의 소녀시대,8.83,"410,538 명"
15933,20143509,엽기적인 그녀 2,2.80,"77,124 명"
15948,20156207,앵그리버드 더 무비,8.29,"189,064 명"
15977,20162569,오베라는 남자,9.21,"92,896 명"
15988,20163182,하드코어 헨리,7.21,"46,373 명"
15997,20163155,바후발리 : 더 비기닝,8.07,"3,068 명"
15998,20162967,정글북,7.37,"25,419 명"
16008,20163322,동급생,9.21,"39,297 명"
16009,20070083,향수 : 어느 살인자의 이야기,8.29,"979,344 명"
16048,20150523,엑스맨: 아포칼립스,8.20,"2,938,818 명"
16049,20163441,몽키킹2: 서유기 여정의 시작,6.98,"11,174 명"
16058,20161382,레터스 투 갓,8.55,"66,397 명"
16079,20162941,컨저링 2,8.24,"1,928,605 명"
16089,20144444,아가씨,7.12,"4,288,908 명"
16099,20153182,썸니아,7.05,"11,708 명"
16134,20158242,무서운 이야기 3 : 화성에서 온 소녀,5.80,"97,804 명"
16138,20162925,더 보이,7.43,"24,554 명"
16149,20150972,굿바이 싱글,8.09,"2,108,561 명"
16169,20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,8.33,"58,619 명"
16186,20163841,플래그 더 문,8.18,"44,574 명"
16210,20158150,워크래프트: 전쟁의 서막,8.66,"1,163,274 명"
16217,20163164,본 투 비 블루,아르헨티나,"94,333 명"
16219,20163981,극장판 유희왕 더 다크 사이드 오브 디멘션즈,8.87,"32,449 명"
16285,20150385,닌자터틀 : 어둠의 히어로,8.35,"235,207 명"
16339,20150782,인디펜던스 데이 : 리써전스,7.26,"1,500,830 명"
16346,20163202,크리미널,7.96,"92,358 명"
16351,20140704,비밀은 없다,6.65,"250,904 명"
16410,20154906,사냥,"독일, 스웨덴",1 명
16412,20163661,레전드 오브 타잔,7.65,"858,402 명"
16419,20090683,500일의 썸머,8.42,"288,950 명"
16480,20159644,봉이 김선달,7.71,"2,051,386 명"
16482,20159058,도리를 찾아서,8.52,"2,601,761 명"
16494,20163962,잔예 - 살아서는 안되는 방,6.76,"41,247 명"
16513,20150203,나우 유 씨 미 2,8.31,"3,100,113 명"
16554,20165201,언더 워터,미국,"384,789 명"
16555,20158982,트릭,한국,1 명
16556,20163961,데몰리션,8.51,"66,549 명"
16559,20162572,더 웨이브,6.39,"16,108 명"
16567,20165130,나의 산티아고,8.13,"94,722 명"
16571,20156564,부산행,7.99,"11,567,662 명"
16609,20161286,아이스 에이지: 지구 대충돌,8.20,"553,760 명"
16618,19818004,불의 전차,8.33,"58,197 명"
16625,20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,8.37,"330,725 명"
16629,20156250,인천상륙작전,8.03,"7,051,237 명"
16637,20166845,BIFAN2016 판타스틱 단편 걸작선 1,한국,0
16692,20161907,제이슨 본,8.39,"2,611,969 명"
16696,20165561,빅,7.69,"161,296 명"
16709,20163189,태풍이 지나가고,8.61,"93,523 명"
16719,20156082,마이펫의 이중생활,8.57,"1,114,949 명"
16729,20150968,국가대표 2,8.67,"710,166 명"
16749,20150979,덕혜옹주,8.35,"5,599,995 명"
16760,20152963,수어사이드 스쿼드,6.97,1 명
16766,20162002,명탐정 코난: 순흑의 악몽,8.98,"522,344 명"
16768,20154910,터널,8.37,"7,120,780 명"
16839,20165961,슈퍼 프렌즈,8.73,"89,615 명"
16879,20165281,마이 리틀 자이언트,8.03,"125,800 명"
16902,20150567,스타트렉 비욘드,8.21,"1,157,472 명"
16906,20148460,서울역,3.65,"147,037 명"
16909,20163043,갤럭시 히어로즈: 라쳇 앤 클랭크,7.91,"46,793 명"
16949,20165981,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,7.80,0
16959,19900204,죽은 시인의 사회,9.37,"58,795 명"
16971,20163217,라이트 아웃,7.36,"1,111,284 명"
16977,20166901,플로렌스,8.44,"139,841 명"
16983,20162404,고스트버스터즈,7.39,0
16989,20150901,올레,7.44,"66,883 명"
17041,20167261,메카닉: 리크루트,6.61,"552,006 명"
17046,20167563,이퀄스,8.29,"68,902 명"
17049,20168182,머니 몬스터,7.63,"47,226 명"
17095,20159648,"고산자, 대동여지도",7.19,"974,262 명"
17109,20159646,밀정,8.43,"7,500,457 명"
17112,20162968,거울나라의 앨리스,8.28,"513,202 명"
17116,20166721,장난감이 살아있다,7.51,"143,100 명"
17117,20166541,달빛궁궐,6.45,"153,273 명"
17119,20165941,로빈슨 크루소,8.18,"139,392 명"
17169,20163294,매그니피센트 7,7.92,"921,317 명"
17174,20167839,벤허,8.26,"52,407 명"
17185,20167154,드림 쏭,8.61,"234,387 명"
17186,20168721,아이엠스타 뮤직어워드,7.77,"67,027 명"
17188,20168401,카페 소사이어티,7.73,"126,708 명"
17237,20162022,대결,5.75,"32,278 명"
17239,20160041,인천상륙작전 : 익스텐디드 에디션(확장판),6.83,0
17248,20163041,자백,9.29,"144,372 명"
17253,20169122,아이 엠 어 히어로,6.38,0
17257,20168885,브리짓 존스의 베이비,8.81,"820,995 명"
17258,20153443,아수라,중국,"2,594,695 명"
17259,20168891,설리: 허드슨강의 기적,9.14,"627,424 명"
17268,20167481,맨 인 더 다크,7.93,"1,003,406 명"
17269,20163184,뉴 스텝업: 어반댄스,5.95,"26,488 명"
17316,20153444,럭키,미국,"6,975,631 명"
17321,20164501,미스 페레그린과 이상한 아이들의 집,8.45,"2,718,158 명"
17327,20160143,피터와 드래곤,8.23,"109,137 명"
17337,20167041,킹 오브 프리즘,9.13,0
17338,20164094,립반윙클의 신부,7.38,"19,413 명"
17339,20160761,돈 맛,6.50,"1,733 명"
17358,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,8.54,"69,918 명"
17359,20169764,백설공주 : 사라진 아빠를 찾아서,7.41,"55,425 명"
17397,20168822,디시에르토,5.85,"13,812 명"
17406,20161589,죽여주는 여자,8.72,"121,452 명"
17407,20167867,그물,한국,"56,553 명"
17459,20168501,바스티유 데이,8.06,"96,579 명"
17468,20156007,인페르노,7.79,"689,071 명"
17475,20160203,어카운턴트,8.34,"69,529 명"
17499,20160261,극장판 프리파라 모두 모여라! 프리즘☆투어즈,6.89,"32,955 명"
17509,20169028,토마스와 친구들: 용감한 기관차와 괴물소동,7.48,"27,352 명"
17534,20040734,노트북,네덜란드,"608,552 명"
17537,20151022,걷기왕,7.76,"95,542 명"
17547,20161201,키즈모노가타리 II : 열혈편,8.46,"15,800 명"
17558,20111009,해리포터와 죽음의 성물2,9.32,"4,421,210 명"
17559,20169986,미스터 캣,8.18,"23,350 명"
17589,20162545,"무현, 두 도시 이야기",8.68,"193,786 명"
17591,20163181,닥터 스트레인지,8.71,"5,447,269 명"
17599,20160862,선생님의 일기,8.87,"71,753 명"
17602,20150564,혼숨,7.39,"288,016 명"
17609,19990303,파이트 클럽 ,8.88,1 명
17636,20160781,쿠보와 전설의 악기,8.03,"30,525 명"
17659,19950327,세븐,8.66,0
17667,20163521,스플릿,9.00,"1,676,011 명"
17678,20154905,가려진 시간,8.48,"511,369 명"
17682,20161527,로스트 인 더스트,8.52,"81,964 명"
17686,20161165,무한대를 본 남자,8.48,"33,315 명"
17703,20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,8.94,"64,729 명"
17707,20162609,인어공주 : 새로운 모험의 시작,4.90,"32,624 명"
17729,20060127,글루미 선데이,9.06,"24,247 명"
17743,20161843,위자: 저주의 시작,7.14,"331,886 명"
17744,20162147,세상에서 고양이가 사라진다면,8.55,"70,424 명"
17749,20070582,"색, 계",8.56,"1,925,360 명"
17756,20162504,감바의 대모험,8.57,"117,591 명"
17759,20169730,당신자신과 당신의 것,6.98,"18,171 명"
17768,20154661,형,8.35,"2,982,514 명"
17799,20162365,신비한 동물사전,6.17,"2,414,195 명"
17809,20164169,드래곤 네스트: 평화 기사단 VS 블랙 드래곤,7.91,"6,347 명"
17815,20162629,하이큐!! 끝과 시작,8.92,"100,030 명"
17818,20162928,카페 6,7.56,"28,479 명"
17829,20161603,순종,9.02,"58,644 명"
17869,20159286,연애담,7.48,"24,102 명"
17879,20160472,두 남자,5.90,"60,365 명"
17886,20161162,블레어 위치,5.89,"46,977 명"
17897,20163824,미스 사이공 : 25주년 특별 공연,9.18,0
17899,20162787,테일 오브 테일즈,7.53,"30,328 명"
17909,20153741,미씽: 사라진 여자,8.38,"1,153,201 명"
17914,20163903,리틀메딕: 몸속탐험대,7.99,"66,562 명"
17944,20144641,판도라,8.26,"4,585,116 명"
17953,20166363,잭 리처: 네버 고 백,7.13,"612,328 명"
17954,20161605,언더월드: 블러드 워,6.11,"72,071 명"
17958,20167628,캡틴 판타스틱,8.68,"15,261 명"
17959,20162207,도성풍운 3,5.76,"12,135 명"
17988,20166462,신밧드 더 무비,4.75,"8,630 명"
18005,20152371,"당신, 거기 있어줄래요",8.70,"1,168,782 명"
18008,20167904,라라랜드,8.59,"3,601,999 명"
18019,20157064,커튼콜,한국,"5,526 명"
18026,20163884,아기배달부 스토크,8.74,"323,730 명"
18034,20162382,원피스 필름 골드,8.92,"217,257 명"
18038,20155223,목숨 건 연애,4.28,"48,010 명"
18039,20161763,"나, 다니엘 블레이크",9.28,"98,966 명"
18058,20163856,호비와 동화나라 대모험,8.54,"16,660 명"
18079,20161725,마스터,8.10,"7,150,586 명"
18088,20162025,씽,8.97,"1,730,771 명"
18128,20164388,스노우타임,7.70,"30,467 명"
18157,20150966,사랑하기 때문에,8.02,"340,936 명"
18165,20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,9.03,"70,350 명"
18166,20154342,뚜르: 내 생애 최고의 49일,9.14,"27,908 명"
18175,20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,8.75,"300,477 명"
18177,20160221,에곤 쉴레: 욕망이 그린 그림,7.93,"49,654 명"
18229,20163183,로그 원: 스타워즈 스토리,8.47,"1,019,285 명"
18236,20162727,루돌프와 많이있어,8.78,"216,036 명"
18237,20165543,하이큐!! 승자와 패자,9.01,"53,373 명"
18248,19970099,잉글리쉬 페이션트,8.65,"23,593 명"
18265,20161872,너의 이름은.,8.76,"3,715,820 명"
18288,19890291,해리가 샐리를 만났을 때,8.90,"19,627 명"
18299,20163014,7년-그들이 없는 언론,8.44,"17,560 명"
18302,20161084,패신저스,7.98,"668,977 명"
18305,20165153,눈의 여왕 3: 눈과 불의 마법대결,8.56,"368,195 명"
18307,20151181,여교사,6.57,"118,621 명"
18371,20164421,어쌔신 크리드,7.07,"355,813 명"
18373,20168381,얼라이드,8.88,"520,478 명"
18379,20168324,반지의 제왕 : 반지원정대 (확장판),0,19 명
18381,20165443,모아나,9.17,"2,311,019 명"
18440,20151229,더 킹,"미국, 독일, 프랑스","20,140 명"
18441,20151228,공조,8.27,"7,817,654 명"
18443,20163845,터닝메카드W: 블랙미러의 부활,8.73,"430,013 명"
18448,20168664,반지의 제왕 : 두개의 탑 (확장판),0,42 명
18459,20163186,단지 세상의 끝,7.46,"31,604 명"
18512,20168688,레지던트 이블: 파멸의 날,8.38,"765,259 명"
18515,20168154,딥워터 호라이즌,8.07,"101,303 명"
18517,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,8.82,"119,201 명"
18529,20168689,반지의 제왕 : 왕의 귀환 (확장판),0,"5,960,000 명"
18539,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,8.25,"60,980 명"
18585,20167324,라이언,독일,"104,439 명"
18592,20179281,컨택트,프랑스,"634,150 명"
18598,20150964,조작된 도시,8.04,"2,515,590 명"
18599,20165822,매기스 플랜,7.90,"47,791 명"
18608,20162873,레고 배트맨 무비,8.48,"148,760 명"
18649,20167644,발레리나,미국,"203,293 명"
18651,20167716,트리플 엑스 리턴즈,6.95,"475,309 명"
18654,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,6.27,"128,472 명"
18664,20161141,50가지 그림자: 심연,7.40,"189,620 명"
18720,20166421,재심,8.51,"2,421,197 명"
18722,20163580,그레이트 월,6.36,"501,486 명"
18724,20167362,더 큐어,7.22,"159,948 명"
18726,20161366,"그래, 가족",8.27,"46,619 명"
18734,20161744,트롤,8.71,0
18736,20167906,마이펫 오지,8.21,"124,318 명"
18790,20170241,23 아이덴티티,7.66,"1,676,011 명"
18792,20161723,싱글라이더,8.28,"351,276 명"
18794,20166101,존 윅 - 리로드,8.04,"277,401 명"
18796,20156562,루시드 드림,5.86,"102,170 명"
18797,20167922,핵소 고지,9.22,"177,900 명"
18807,20170509,극장판 소드 아트 온라인 -오디널 스케일-,8.94,"120,921 명"
18849,20165927,문라이트,8.05,"179,181 명"
18851,20161827,로건,9.07,"2,169,109 명"
18859,20166468,사일런스,인도,"54,158 명"
18860,20150971,해빙,6.49,"1,204,600 명"
18865,20158799,눈길,9.17,"130,500 명"
18927,20167363,히든 피겨스,9.35,"449,518 명"
18930,20168183,콩: 스컬 아일랜드,7.76,"1,689,717 명"
18937,20168750,파도가 지나간 자리,9.06,"82,736 명"
18947,20170761,걸 온 더 트레인,7.43,"29,011 명"
18997,20162181,프리즌,7.57,"2,931,897 명"
19010,20164721,미녀와 야수,8.78,"5,138,328 명"
19013,20167905,비정규직 특수요원,5.94,"149,693 명"
19014,20178942,스페이스 비트윈 어스,7.48,"28,085 명"
19055,20167902,보통사람,7.97,"383,336 명"
19075,20170221,골드,인도,"25,659 명"
19076,20168742,아우토반,7.71,"24,983 명"
19085,20179442,밤의 해변에서 혼자,5.67,"57,110 명"
19087,20151230,원라인,8.15,"435,142 명"
19089,20171801,극장판 암살교실 : 365일의 시간,8.46,"28,364 명"
19107,20171661,아기돼지 3형제와 매직램프,7.02,"26,670 명"
19119,20170382,개구리왕국 2,7.00,"14,236 명"
19128,20167364,미스 슬로운,9.34,"48,051 명"
19137,20171781,패트리어트 데이,8.81,"74,827 명"
19142,20163194,공각기동대 : 고스트 인 더 쉘,6.96,"764,072 명"
19146,20167005,데스노트: 더 뉴 월드,4.93,"28,723 명"
19158,20167901,어느날,7.75,"234,829 명"
19159,20161923,시간위의 집,7.59,"128,975 명"
19169,20164926,분노,8.56,"29,426 명"
19195,20171381,라이프,7.20,"459,986 명"
19229,20173444,링스,4.81,"16,336 명"
19249,20162607,슈퍼 버드,6.87,"25,964 명"
19269,20040525,패션 오브 크라이스트,8.61,"865,038 명"
19280,20167542,분노의 질주: 더 익스트림,8.96,"3,654,080 명"
19281,20151227,아빠는 딸,8.05,387 명
19297,20173690,흑집사 -북 오브 더 아틀란틱-,9.15,"38,224 명"
19298,20170741,지니어스,8.19,"27,224 명"
19315,20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,8.67,"45,486 명"
19318,20174023,극장판 어드벤처 타임: 비밀의 아일랜드,8.16,0
19335,20161726,임금님의 사건수첩,7.71,"1,635,003 명"
19347,20162871,특별시민,7.38,"1,362,634 명"
19359,20162722,보안관,미국,"2,588,628 명"
19363,20179662,파워레인져스: 더 비기닝,7.18,"73,875 명"
19364,20172541,오두막,8.60,"77,699 명"
19366,20174561,더 플랜,8.79,0
19368,20172125,파운더,8.37,"34,593 명"
19369,20173121,콜로설,5.12,"14,687 명"
19419,20172641,마리안느와 마가렛,9.47,"29,233 명"
19425,20173301,"서서평, 천천히 평온하게",9.16,"123,958 명"
19435,20175142,극장판 쿠로코의 농구 라스트 게임,9.10,"63,333 명"
19437,20174165,극장판 또봇: 로봇군단의 습격,9.33,"141,865 명"
19438,20173961,킹 아서: 제왕의 검,7.77,"415,714 명"
19439,20164829,나는 부정한다,8.42,"31,673 명"
19445,20161665,스머프: 비밀의 숲,8.56,"427,764 명"
19480,20163603,가디언즈 오브 갤럭시 VOL. 2,8.94,"2,736,060 명"
19491,20174061,보스 베이비,8.68,"2,452,245 명"
19497,20173061,슈퍼 빼꼼: 스파이 대작전,8.33,"99,752 명"
19499,20174501,오즈의 마법사 2,7.21,"18,535 명"
19529,20170321,목소리의 형태,8.43,"276,463 명"
19547,20156708,석조저택 살인사건,7.29,"353,517 명"
19549,20163185,언노운 걸,7.87,"25,243 명"
19550,20179382,에이리언: 커버넌트,8.12,"1,307,226 명"
19577,20164844,불한당: 나쁜 놈들의 세상,6.32,"958,632 명"
19631,20175262,겟 아웃,8.28,"2,139,219 명"
19659,20174721,로스트 인 파리,7.93,"27,256 명"
19669,20172522,정글북,7.37,"25,419 명"
19697,20174602,노무현입니다,8.91,"1,855,515 명"
19699,20170982,캐리비안의 해적: 죽은 자는 말이 없다,8.29,"3,049,894 명"
19703,20174644,길,8.13,"17,588 명"
19715,20173642,너와 100번째 사랑,7.95,"80,839 명"
19719,20169348,대립군,7.28,"837,500 명"
19770,20168261,원더 우먼,7.69,0
19776,20174803,7번째 내가 죽던 날,7.51,"34,567 명"
19778,20175461,암살교실: 졸업편,7.21,"6,491 명"
19789,20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,7.49,"109,358 명"
19807,20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,8.32,"73,797 명"
19830,20166488,미이라,7.24,0
19839,20175581,파워배틀 와치카: 와치가면의 역습,8.43,"23,675 명"
19846,20166384,하루,한국,"1,129,609 명"
19849,20160483,꿈의 제인,8.56,"25,110 명"
19851,20162343,악녀,6.96,"1,208,081 명"
19857,20173833,심야식당 2,8.57,"46,700 명"
19859,20168041,용순,6.66,"13,411 명"
19898,20158485,옥자,8.45,"322,663 명"
19899,20176983,킹 오브 프리즘 - 프라이드 더 히어로,9.13,"128,847 명"
19909,20175423,나의 붉은고래,5.89,"58,454 명"
19919,20175662,엘르,영국,"35,368 명"
19947,20176741,꼬마참새 리차드: 아프리카 원정대,8.71,"81,136 명"
19948,20172241,꼬마돼지 베이브의 대모험,7.63,"42,879 명"
19969,20178982,박열,8.10,"2,359,707 명"
19978,20166967,트랜스포머: 최후의 기사,6.27,"2,614,603 명"
19994,20176201,더 서클,6.94,"71,362 명"
19995,20175982,다크 하우스,5.43,"36,342 명"
19998,20040526,첫키스만 50번째,일본,0
20016,20175821,언더더씨,7.20,"13,086 명"
20039,20159647,리얼,브라질,"470,195 명"
20055,20176961,지랄발광 17세,7.89,"83,258 명"
20058,20020186,헤드윅,9.19,"42,415 명"
20088,20178121,부니베어: 로거빅 컴백홈 프로젝트,6.83,"25,908 명"
20118,20167303,스파이더맨: 홈 커밍,8.36,"7,258,678 명"
20136,20176102,그 후,6.48,"18,667 명"
20139,20176511,베를린 신드롬,6.17,"7,011 명"
20146,20179807,젝스키스 20주년 기념 하와이 영상 NEW KIES ON THE [HONOLULU],한국,0
20159,20177202,토마스와 친구들: 수수께끼 해적선과 보물찾기,7.88,"23,395 명"
20174,20162869,택시운전사,9.03,"12,189,654 명"
20185,20081056,다크 나이트,미국,"4,175,526 명"
20188,20177761,오즈: 신기한 마법가루,7.71,"78,440 명"
20192,20177501,플립,3.96,"355,781 명"
20193,20174801,내 사랑,9.17,"337,637 명"
20202,20175522,카3: 새로운 도전,8.48,"487,916 명"
20205,20176562,예수는 역사다,7.74,"174,185 명"
20208,20179245,판타스틱 단편 걸작선 1,한국,0
20261,20177181,47 미터,7.27,"501,934 명"
20268,20176781,내가 죽기 전에 가장 듣고 싶은 말,8.61,"45,622 명"
20270,20164621,덩케르크,8.29,"2,793,042 명"
20275,20177701,위시 어폰,7.12,"55,586 명"
20277,20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,8.61,"332,708 명"
20327,20161481,군함도,5.29,"6,592,151 명"
20331,20173403,슈퍼배드 3,8.69,"3,324,874 명"
20338,20178646,송 투 송,6.56,"22,518 명"
20349,20162442,청년경찰,8.27,"5,653,444 명"
20403,20170124,명탐정 코난:진홍의 연가,8.80,"450,705 명"
20407,20179186,이모티: 더 무비,6.21,"40,375 명"
20409,20161081,애나벨 : 인형의 주인,7.29,"1,934,270 명"
20419,20178762,파리로 가는 길,7.88,"119,858 명"
20475,20178641,빅풋 주니어,8.84,"320,559 명"
20486,20179085,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,8.84,"167,052 명"
20489,20151003,장산범,6.12,"1,306,438 명"
20531,20179901,혹성탈출: 종의 전쟁,7.92,"2,051,351 명"
20536,20179226,드래곤 스펠: 마법 꽃의 비밀,8.44,"79,400 명"
20557,20179187,공범자들,9.11,"260,514 명"
20609,20164174,브이아이피,6.52,"1,373,342 명"
20615,20170022,다크타워: 희망의 탑,7.28,"97,022 명"
20628,20165001,더 테이블,7.99,"103,092 명"
20639,20170389,극장판 위 베어 베어스: 곰 브라더스,7.63,0
20669,20179407,로마의 휴일,6.73,"134,838 명"
20680,20171962,킬러의 보디가드,8.41,"1,722,017 명"
20683,20158047,발레리안: 천 개 행성의 도시,7.80,"511,931 명"
20685,20179491,아토믹 블론드,7.91,"155,368 명"
20749,20166132,김광석,8.66,"98,926 명"
20750,20154909,살인자의 기억법,7.69,"2,658,589 명"
20751,20179696,그것,6.91,"591,346 명"
20756,20174142,아이 캔 스피크,9.37,"3,283,470 명"
20757,20170268,매혹당한 사람들,6.81,"54,041 명"
20765,20171022,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,8.03,"137,052 명"
20767,20171923,저수지 게임,9.15,"125,562 명"
20799,20172148,몬스터 섬의 비밀,7.87,"549,904 명"
20819,20160703,"좋아해, 너를",8.39,"30,860 명"
20821,20171090,베이비 드라이버,7.99,"823,624 명"
20832,20177541,아메리칸 메이드,7.74,"401,550 명"
20836,20170607,몬스터 콜,8.56,"89,560 명"
20837,20170302,윈드 리버,8.52,"50,819 명"
20878,20172742,범죄도시,9.14,"6,880,546 명"
20905,20168241,잃어버린 도시 Z,7.09,"47,088 명"
20906,20173945,인비저블 게스트,8.93,"95,390 명"
20946,20165450,남한산성,8.07,"3,849,129 명"
20960,20175222,킹스맨: 골든 서클,8.37,"4,945,484 명"
20964,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,8.31,"215,205 명"
20969,20171312,우리의 20세기,8.25,"35,496 명"
20975,20170364,레고 닌자고 무비,8.42,"154,497 명"
20997,20172627,리틀 프린세스 소피아 : 신비한 섬,8.45,"62,454 명"
21024,20171817,넛잡 2,8.74,"411,787 명"
21025,20170964,딥,5.57,461 명
21027,20171369,매직울프,6.61,"29,204 명"
21057,20168282,블레이드 러너 2049,7.99,"322,664 명"
21094,20154907,희생부활자,6.04,"323,628 명"
21098,20173092,어메이징 메리,9.22,"34,777 명"
21108,20169463,다시 태어나도 우리,9.34,"38,324 명"
21116,20176767,"나는 내일, 어제의 너와 만난다",8.86,"175,958 명"
21117,20172603,부라더,7.27,"1,492,903 명"
21119,20172942,나의 엔젤,8.28,"9,097 명"
21128,20164424,대장 김창수,6.90,"381,483 명"
21159,20175943,주키퍼스 와이프,8.44,"11,888 명"
21178,20172064,마더!,5.95,"2,981,953 명"
